cod;nome;período;valor
41;PR;2003;29.38308663
33;RJ;2003;154.1013526
24;RN;2003;26.23170941
11;RO;2003;106.8722568
14;RR;2003;68.42316535
43;RS;2003;47.15496032
42;SC;2003;30.49780285
28;SE;2003;39.17880038
35;SP;2003;100.2838836
17;TO;2003;29.4529724
12;AC;2004;27.90295886
27;AL;2004;68.10498393
13;AM;2004;34.0914339
16;AP;2004;64.60548616
29;BA;2004;30.88061399
23;CE;2004;24.78570769
53;DF;2004;89.27400981
32;ES;2004;89.53232649
52;GO;2004;53.2935066
21;MA;2004;25.84115832
31;MG;2004;54.64320793
50;MS;2004;57.40932851
51;MT;2004;60.40578055
15;PA;2004;45.04100004
25;PB;2004;43.79761769
26;PE;2004;124.3334048
22;PI;2004;21.0512478
41;PR;2004;38.8950047
33;RJ;2004;144.4324261
24;RN;2004;24.62614239
11;RO;2004;70.65031842
14;RR;2004;41.87521187
43;RS;2004;51.5361516
42;SC;2004;29.97846113
28;SE;2004;37.21068691
35;SP;2004;78.73034272
17;TO;2004;27.22718362
12;AC;2005;31.42390046
27;AL;2005;74.13910083
13;AM;2005;36.19662066
16;AP;2005;66.61806481
29;BA;2005;39.30901283
23;CE;2005;27.51855386
53;DF;2005;84.52631065
32;ES;2005;88.4978637
52;GO;2005;58.94099686
21;MA;2005;31.09602108
31;MG;2005;51.03755235
50;MS;2005;56.74900061
51;MT;2005;64.33261853
15;PA;2005;59.60896519
25;PB;2005;48.16889744
26;PE;2005;123.5134568
22;PI;2005;24.08432047
41;PR;2005;43.41656685
33;RJ;2005;128.8101438
24;RN;2005;26.05841287
11;RO;2005;71.48571474
14;RR;2005;40.21565646
43;RS;2005;47.64297223
42;SC;2005;25.51789733
28;SE;2005;45.2563499
35;SP;2005;56.28791414
17;TO;2005;26.32313328
12;AC;2006;36.38545356
27;AL;2006;97.33099559
13;AM;2006;39.81815173
16;AP;2006;71.65161033
29;BA;2006;46.38765014
23;CE;2006;33.84101068
53;DF;2006;81.6818242
32;ES;2006;96.50624418
52;GO;2006;59.53413482
21;MA;2006;31.3830419
31;MG;2006;49.30683782
50;MS;2006;61.35838861
51;MT;2006;66.5175062
15;PA;2006;61.68981416
25;PB;2006;55.86423611
26;PE;2006;135.3410412
22;PI;2006;28.59089471
