Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R,IDHM_R_ajustado,IDHM_ajustado
13,2010000013,Amazonas,2010,MULHER,"76,52","2,59","16,17","17,32","98,39","92,37","58,95","4,25","8,78","5,61","3,31","9,63","3,66","10,31","4,76","12,27","23,09","18,31","116,08","116,08","121,15","121,15","100,6","100,6","29,44","87,49","87,49","89,13","89,13","38,74","38,74","11,79","30,96","79,05","37,08","20,41","81,06","91,42","88,37","37,59","8,81","15,01","81,17","78,87","46,39","67,07","57,35","54,5","32,01","40,12","40,15","40,16","9,46","90,83","189,94","326,67","599,75","1014,5","0,64","15,94","23,19","30,35","42,78","51,6","65,91","52,88","1,39","67,46","6,62","16,07","32,54","74,14","31,93","20,15","532,64","37,14","2816,36","139,26","251,67","438,54","1777,47","556,66","26,02","64,01","118,83","0,78","15,61","16,75","0,53","0,1","51,14","0,43","9,85","20,7962261817","0,8255612941","43,7","32,5738903378","8,6735957222","26,0411203911","66,07","50,67","13,22","12,78","34,44",79,"87,31","93,76","972,6","0,51","9,91","21,77","48,4","54,93","59,91","15,37","24,55","23,26","13,04","16,67","70,19","63,5","57,8","93,21","92,79",20,"7,07","33,64","69,04","8,58","25,4","20,09","39,56","2,68","7,28","7,21","38,88","59,94","12,5",19546,24667,576090,35810,154985,116413,115898,72885,1162466,113450,351501,109742,1049016,103482,238051,100575,810965,37462,38294,36909,192254,460689,73537,336878,1730806,1393928,15687,182807,188308,197225,182055,169446,162153,143036,116053,93807,77238,62231,47873,35037,26005,18906,12939,1359319,197279,113331,1048710,1719973,"0,574","0,602","0,701","0,593","0,859","0,675","0,607","0,676"
13,2010000013,Amazonas,2010,HOMEM,"69,66",,"17,76","19,02","93,14","81,68","59,62","3,83","8,31","7,88","4,69","10,33","4,99","10,94","5,74","12,69","29,66","23,59","113,1","113,1","121,7","121,7","86,01","86,01","21,28","87,8","87,8","89,11","89,11","32,52","32,52","8,33","30,54","81,72","34,97","16,08",80,"90,99","88,76","46,38","9,51","15,35","76,34","73,86","38,36","61,76","52,4","49,65","25,5","34,4","35,16","35,39",7,"85,67","185,91","324,89",600,1020,"0,66","16,91","23,56","31,2","42,81","51,96","66,23","54,31","1,22","68,57","6,17","15,27","31,43","82,18","35,2","22,29","546,86","33,35","2970,27","135,4","248,76","441,89","1880,89","575,06","25,09","62,24","116,19","0,82","21,22","13,68","10,39","0,63","34,25","1,08","12,68","28,8347880464","1,22457663","45,13","35,3469394306","6,2568526539","19,4442199395","56,23","39,49","7,15","9,77","28,51","72,97","83,92","91,7","1210,72","0,53","11,97","28,63","66,55","75,68","80,98","12,86","19,87","14,6","7,03","8,19","67,77","60,84","58,11","92,74","91,58","21,94","7,65","33,74","69,46","9,01","27,58","21,21","39,79","3,95","7,24","8,42","26,13","59,85","15,02",24345,32704,795691,37105,158712,119064,118135,112427,825134,113994,352925,110543,711140,103262,238931,100308,812581,38859,39644,38271,200809,473515,67141,391617,1753179,1361562,12014,188508,195961,203204,182739,170186,161251,142484,116779,98237,80095,63713,48371,34510,25717,17663,11747,1369017,203418,114222,1051377,1740811,"0,524","0,551","0,649","0,542","0,744","0,679","0,725","0,664"
14,2000000014,Roraima,2000,MULHER,"71,23","3,22","27,5","31,93","91,34","81,13","70,83","2,54","9,21","2,36","2,31","12,14","3,85","13,45","5,72","17,14","23,27","16,64","105,73","116,97","112,31","121,1","85,3","104,14","12,1","86,51","89,42","90,16","92,14","33,7","35,6","3,84","26,02","79,3","33,7","20,31","75,33","92,86","89,56","39,53","6,23","17,18","66,42","83,1","39,72","61,65","46,14","40,17","22,32","28,87","25,23","23,83","4,22","83,45","170,03","294,77","618,08","987,76","0,61","16,56",23,"33,73","44,11","54,34","64,84","46,41","1,64","63,66","7,15","17,3","36,34","83,62","25,98","17,84","452,37","37,06","2099,33","124,56","229,75","430,58","1441,36","483,13","29,19","67,56","115,06","0,62","6,8","13,9","0,61","0,15","73,25","0,7","3,54","14,4682418583","1,1460947202","50,94","22,710991818","25,654866042","30,1909720184","61,02","39,42","5,91","5,92","46,7","71,42","79,63","92,64","1045,91","0,46","5,64","27,95","57,08","58,3","63,3","39,01","47,64","30,03","18,15","19,35","65,12","60,11","60,64","86,57","86,88","20,19",,"44,94","73,98","7,14","37,5","29,24","48,11",,"4,64","13,12","41,3","53,04",,1047,3113,48598,4324,15286,11403,11553,13352,96715,11471,35054,11377,85244,10914,23583,10306,61661,4360,4402,4159,19879,46636,4017,35273,158360,123087,702,22078,20499,19068,18760,16294,13430,11606,10175,7926,5710,3985,2722,2090,1487,1129,699,113062,18561,11138,83362,154660,"0,461","0,509","0,626","0,492","0,771","0,648","0,591","0,607"
14,2000000014,Roraima,2000,HOMEM,"64,41",,"30,41","35,31","87,07","73,64","68,75","2,66","8,71","4,28","3,18","13,19","4,92","14,46","7,73","17,74","29,04","21,62","103,23","111,93","113,55","121,24","70,61","82,47","7,58","86,65","89,56","90,47","92,2","28,3","29,55","2,13","26,66","80,41","32,98","13,84","74,62","92,64","89,7","45,09","7,71","17,04","56,41","78,07","32,4","52,22","38,52","33,8","12,26",18,"18,63","18,85","3,93","83,23","172,43","305,31","605,15","978,49","0,62","16,79","22,97","33,39","43,54","53,57","64,98","48,68","1,53","64,97","6,86","16,74","35,03","90,62","28,37","18,93","472,86","36,1","2301,94","126,18","233,57","432,45","1536,15","507,18","28,36","66,29","114,08","0,65","23,01","12,81","11,66","0,62","43,18","1,68","6,11","32,0411680185","2,2540806773","39,34","18,4139631512","16,8300360204","24,1054553431","41,62","21,47","3,65","6,56","40,08","68,76","77,72","90,45","1233,35","0,52","10,31","41,52","80,42","85,49","91,84","32,32","35,04","18,66","10,02","8,61","61,95","57,04","59,7","85,64","85,22","21,69",,"46,33","73,34","7,36","40,61","29,91","50,3",,"4,42","14,78","21,33","50,66",,2016,4700,75626,4484,15721,11819,11709,13604,102818,11477,34923,11512,91341,11054,23446,10388,67895,4407,4663,4345,20567,47765,4424,42108,166037,123929,667,22268,21172,19779,18848,16075,13470,12386,10929,8830,6859,5040,3360,2597,1764,1214,779,119321,19545,11319,88457,161801,"0,385","0,439","0,566","0,42","0,657","0,656","0,69","0,575"
14,2010000014,Roraima,2010,MULHER,"77,02","2,41","15,26","16,32","97,94","91,06","57,03","3,38","8,95","4,2","3,68","9,62","3,65","10,24","4,39","12,19","18,09","15,96","106,8","106,8","108,71","108,71","100,71","100,71","44,77","88,51","88,51","89,72","89,72","51,71","51,71","16,53","34,13","80,67","34,32","21,48","85,01","92,15","89,42","25,77","4,51","11,89","86,14","83,94","61,26","76,86","63,09","59,02","44,99","53,42","47,69","45,99","12,06",102,"219,5","381,67","747,67",1306,"0,62","15,34","22,12","26,54","37,28","45,76","59,63","49,03","1,26","65,5","6,66","16,55","34,5","79,25","29,44","19,54","595,68","37,49","2920,37","160,87","294,55","534,68","1938,05","628,42","21,73","58,15","116,82","0,73","10,39","14,26","0,49","0,21","61,57","0,43","2,53","14,871149453","1,0350061403","50,32","28,9208183911","18,8689613365","27,3622475273","73,98","60,22","16,71","10,29","27,25","72,12","80,91","89,4","1144,1","0,47","9,44","24,09","53,91","59,73","65,83","13,51","21,49","19,81","10,15","12,07","79,66","75,64","51,27","96,83","91,29","11,51","12,61","29,03","65,87","7,85","22,15","16,84","33,27","0,77","5,78","8,71","42,65","62,7","5,76",2438,3395,80162,4675,20159,15151,15181,9297,148633,14402,45038,14032,134231,13143,30636,12732,103595,4598,4804,4816,24740,59301,7501,47711,221620,173909,1507,23284,24113,25590,23250,21788,21792,18669,14839,12269,10379,8087,5928,4131,2793,1960,1241,174128,25822,14095,134211,220092,"0,631","0,694","0,739","0,672","0,867","0,693","0,633","0,717"
14,2010000014,Roraima,2010,HOMEM,"69,64",,"16,88","18,05","93,36","82,66","57,97","3,54","8,43","5,46","3,52","11,02","3,92","11,83","5,63","14,09","24,45","20,4","106,01","106,01","112,52","112,52","85,96","85,96","29,42","88,34","88,34","89,3","89,3","43,54","43,54","10,63","34,18","83,49","30,9","15,2","81,9","91,23","89,34","37,09","5,78","13,21","80,92","78,35","48,99","71,2","54,51","49,75","36,1","43,68","37,8","36,12","8,32",100,220,"388,75","747,67","1308,67","0,64","15,96","22,39","26,76","37,67","45,69","60,21","50,69","1,1","66,56","6,3","15,96","33,44","87,86","32,19","20,97","615,25","33,7","3118,7","160,05","297,22","537,85","2031,05","653,91","20,38","55,62","114,63","0,76","18,12","13,33","11,92","0,51","39,65","1,12","4,67","26,2646574043","1,6325977661","46,28","27,1475320357","15,0420138358","22,4229096274","60,28","43,26","8,98","8,88","23,93","69,21","79,43","88,36","1370,32","0,53","11,33","30,91","68,62","75,27","80,34","12,91","17,16","11,36","5,64","6,15","77,09","72,49","51,17","96,53","90,18","13,35","13,79","28,82","65,82","8,77","24,29","17,68","37,81",1,"6,08","9,82","28,21","63,45","5,96",3003,4645,103882,4955,20765,15679,15657,14735,109309,14737,45565,14356,94572,13286,30828,12912,107400,4801,5060,5005,25750,61252,8094,57909,228859,170950,1347,24319,25254,26321,23737,21828,21398,18326,14909,13039,11142,8831,6719,4942,3213,2200,1334,179551,26510,15029,138012,225889,"0,545","0,62","0,676","0,594","0,744","0,698","0,742","0,69"
15,2000000015,Pará,2000,MULHER,"71,81","3,15","31,25","33,66","93,11","83,39","69,24","4,03","7,21","6,78","4,45","15,04","6,27","16,43","8,49","20,04","43,02","36,46","100,62","108,62","114,29","123,15","59,56","64,99","6,47","81,09","84,71","86,28","88,6","18,42","19,34","3,46","21,7","72,32","32,7","13,75","66,14",89,"84,83","46,07","9,66","14,67","36,57","56,43","22,33","44,02","35,69","32,73","13,64","19,03","19,85","20,14","3,48","60,97","117,02","194,96","367,86","651,02","0,64","22,87","31,61","46,84","59,08","69,64","79,75","54,03","1,81","68,5","7,03","15,9","31,5","68,98","30,74","19,37","335,05","30,37","1810,26","87,41","148,62","261,26","1140,97","351,48","34,83","69,26","108,13","0,73","14,15","16,95","0,47","0,13","58,1","0,2","8,55","22,991461017","1,3272204943","34,79","19,460527373","13,1074105042","29,5795952906","49,54","32,84","5,93","13,69","69,01","86,86","91,2","95,79","665,69","0,58","6,36","21,3","41,11","44,09","50,25","23,89","34,81","33,08","19,51","23,27","46,34","38,72","60,88","74,65","78,27","38,35",,"60,19","78,3",11,"50,02","42,67","61,2",,"7,19","21,73","44,71","53,69",,23448,46528,739168,73470,297563,222268,223908,229417,1931065,223054,672011,221551,1708011,211572,448957,198739,1259054,77942,77249,76814,371958,892575,123243,957081,3059539,2102458,26618,381704,374270,372500,365028,306983,249916,212604,180571,150125,119145,90688,74125,58637,44482,31820,20323,2263627,368661,218422,1676544,3012152,"0,357","0,347","0,547","0,35","0,78","0,6","0,486","0,51"
15,2000000015,Pará,2000,HOMEM,"64,76",,"34,65","37,33","87,41","71,38","69,33","3,66","6,41","12,38","7,8","17,08","10,16","18,29","13,24","21,19","50,56","43,49","96,6","104,19","113,48","122,23","44,72","48,72","4,66","79,84","83,95","84,62","87,04","12,8","13,69","2,6","20,25","74,13","32,14","8,91","63,26","87,33","84,09","51,63","11,59","12,75","27,13","45,11","15,48","35,32","29,37","27,24","8,54","12,72","14,69","15,4","3,11","58,95","117,02","194,96","360,05","631,58","0,65","23,32","31,77","47,23","59,42","70,03","80,28","54,58","1,77","68,73","6,96","15,83","31,27","86,68","31,36","19,7","335,57","29,7","1831,5","87,09","148,84","258,97","1150,34","352,96","34,46","68,75","107,7","0,75","33,58","14,71","7,94","0,96","28,53","0,5","12,11","39,4663373682","2,3410767376","28,95","19,6013380301","5,7621495127","24,6536530965","29,67","15,66","2,81","8,29","55,4","81,56","87,67","93,88","968,71","0,65","14,23","44,13","77,15","81,92","90,16","13,39","20,57","17,17","9,62","9,59","42,82","35,17","61,2","72,95","75,22","40,81",,"60,76","79,75","12,67","53,64","44,66","60,84",,"6,87","24,78","18,1","53,17",,53962,99021,1395851,75969,304512,228336,228247,237270,1964586,225956,683409,226365,1738630,216178,457453,201681,1281177,81522,81195,79602,386424,916892,114510,1114533,3132768,2018235,19119,396051,389664,382467,371238,312171,252511,214968,185800,155518,125771,96586,75341,60172,44898,31363,19130,2307606,379329,224381,1703896,3084227,"0,294","0,286","0,486","0,289","0,663","0,6","0,654","0,5"
15,2010000015,Pará,2010,MULHER,"75,87","2,5","19,18","20,68","97,87","92,06","55,59","4,99","8,85","4,03","2,21","10,37","2,81","11,2","4,28","13,59","26,49","21,79","116,92","116,92","123,2","123,2","98,13","98,13","20,59","90,48","90,48","92,81","92,81","39,05","39,05","8,14","34,47","80,31","32,81","16,81","86,04","94,79","91,16","39,06","8,13","15,62","80,02","78,32","46,14","65,15","51,44","47,53","28,26","35,65","32,97","32,21","7,32","91,67","171,4","286,6",510,"860,25","0,61","15,57","22,59","32,11","44,69","56,15","70,18","50,17","1,82","64,59","7,77","17,93","35,41","67,5","25,83","16,95","446,59","40,64","2240,54","132,86","226,96","390,21","1470,14","462,05","29,12","69,19","124,05","0,7","16,61","19,84","0,52","0,31","51,19","0,36","5,11","25,1281849925","0,9085998835","36,66","23,4743279715","9,9351802089","29,3042744946","61,64","44,18","10,93","13,08","43,29","83,51","90,27","95,24","775,97","0,52","8,81","20,16","45,17","50,25","55,81","14,47","23,91","24,67","12,93","16,3","65,42","59,16","49,27","92,25","92,64","27,74","10,61","40,67","65,53","5,21","31,56","24,57","45,84","1,55","7,72","7,36","41,06","64,69","7,15",36177,48400,1187609,70285,324740,241659,244889,143984,2603627,240180,763664,234698,2363447,226249,523484,223138,1839963,74746,76433,74751,393175,958095,187489,1105445,3759214,2653769,38854,361239,383727,410621,390202,373462,354717,307253,255011,213683,174157,145503,115771,86379,67346,48614,32675,3013956,410664,240078,2363213,3732816,"0,514","0,601","0,678","0,57","0,848","0,646","0,572","0,651"
15,2010000015,Pará,2010,HOMEM,"68,41",,"21,27","22,93","91,88","78,8","56,01","4,53","8,13","7,41","4,35","12,95","5,08","13,85","7,75","16,34","35,7","29,15","113,44","113,44","125,44","125,44","77,17","77,17","13,03","90,66","90,66","92,53","92,53","29,36","29,36","5,55","33,57","82,69","31,84","11,07","85,02","94,18","91,32","51,55","9,94","15,35","70,67","68,91","33,73","56,45","43,29","39,55","19,95","26,99","25,3","24,82","5,1","87,29",170,"289,88",510,"860,5","0,62","16,24","22,92","32,56",45,"55,84","70,28","50,17","1,68","64,71","7,53","17,7","35,29","82,72","26,65","17,38","446,92","37,43","2242,22","130,83","227,28","393,09","1462,06","465,53","27,77","67,24","121,34","0,7","29,4","15,39","11,19","1,27","29,03","0,85","7,53","34,4205187125","1,3315098382","37,82","28,1570436597","5,4250156058","23,0916708147","46,27","28,12","5,22","8,58","35,27","78,41","87,84","93,81","995,32","0,53","12,29","31,52","68,53","75,94","83,16","11,08","15,33","12,69","6,47","7,25","62,38","55,87","49,53","91,59","91,16","30,34","11,69","40,94","66,43","5,82","34,55","25,9","47,52","2,59","7,5","8,84","23,02","64,66","9,27",52318,77717,1804393,72757,335051,250116,251779,225419,1871937,244646,772520,239743,1627291,228269,527874,223251,1850503,77712,79032,76788,409315,989012,173207,1284047,3821837,2537790,29390,375416,397851,425547,396977,375543,352748,310021,259524,221141,179840,148706,117257,88059,67039,46728,30050,3048348,425692,246571,2376085,3791671,"0,433","0,523","0,612","0,491","0,724","0,646","0,692","0,627"
16,2000000016,Amapá,2000,MULHER,"71,63","3,63","29,7","34,14","92,2","81,32","71,92","2,82","9,02","3,33","3,02","12,04",4,"13,29","6,53","17,09","27,68","21,54","105,05","118,48","110,95","124,13","87,43","101,61","8,47","84,49","89,01","88,91","91,05","31,05","33,87","3,94","19,23","82,5","40,44","19,38","64,56","91,52","89,26","39,06","6,82","18,91","57,8","76,94","36,41","58,36","48,25","44,1","19,99","27,46","28,21","28,51",4,"75,57","146,57","260,12","525,47","946,76","0,61","17,62","24,14","38,19","48,49","59,51","69,65","48,3","1,97","65,34","7,28","16,79","34,66","77,15","26,55","17,95","411,43","40,44","1987,28","109,27","195,62","367,77","1343,69","427,25","36,09","71,59","113,97","0,67",3,"14,66","0,68","0,2","75,63","0,5","4,02","15,5360993929","1,1532532583","53,08","36,8258293469","13,9751336765","29,443845986","63,36","44,46","6,54","3,21","47,72","69,47","79,67","91,23","1071,31","0,52","4,55","19,81","45,71","51,31","58,99","38,16","46,6","38,7","24,51","30,05","64,85","47,67","65,48","79,35","95,64","28,14",,"43,09","80,77","8,48","34,62","29,02","47,59",,"4,92","4,36","38,85","46,26",,1317,3425,64152,6554,23382,17326,17537,20013,144890,17802,54626,17783,127088,17090,36824,16185,90264,6732,6409,6206,29515,70699,6700,23846,237579,213733,1570,33383,30040,29266,29242,25384,20955,17141,13832,10649,7907,5513,4297,3270,2485,1630,1015,171261,28937,17289,125034,234094,"0,483","0,447","0,609","0,459","0,777","0,633","0,582","0,592"
16,2000000016,Amapá,2000,HOMEM,"63,57",,"33,47","38,47","87,36","71,81","73,28","2,56","8,35","5,54","3,69","11,38","5,58","12,4","8,16","15,01","35,57","28,02","99,26","111,54","110,63","123,33","62,85","73,75","6,54","83,31","88,5","87,58","90,1","21,68","23,84","2,49","17,72","83,57","37,4","12,5","63,93","90,45","88,81","47,13","8,02","15,58","45,73","66,75","25,77","52,06","41,82","37,9","14,06","22,07",23,"23,35","4,1","75,29","146,41","259,63","529,85","944,81","0,63","17,74","24,15","38,52","48,91","59,58","69,83","50,95","1,86","67,1","6,91","15,9","32,9","87,2","29,48","19,44","434,11","40,44","2211,79","109,61","195,12","368,97","1458,22","451,58","36,22","71,96","113,47","0,72","13,16","15,04","11,76","0,91","46,38","1,21","9,4","32,5839909659","1,8163565096","42,31","29,4308762973","9,0142148557","24,3482139907","43,56","25,83","4,09","2,86","40,71","70,26","78,73","89,85","1255,12","0,56","5,91","29,1","72,83","81,72","90,65","25,63","36,47","26,83","14,4","14,24","62,64","45,42","65,88","78,34","94,56","29,81",,"43,43","82,28","9,55","37,2","30,22","46,97",,"4,65","5,44","21,98","44,91",,1730,4905,101916,6707,23306,17561,17423,20534,144317,17270,52220,17224,127047,16171,34950,15276,92097,6818,6456,6571,31037,71613,6131,28503,239453,210950,1152,34337,31280,29519,28194,24026,20599,17345,14420,11311,8431,5972,4546,3342,2440,1562,977,170826,29262,16854,124711,235634,"0,418","0,374","0,543","0,388","0,643","0,642","0,671","0,551"
16,2010000016,Amapá,2010,MULHER,"78,11","2,48","14,22","15,18","98,63","93,32","56,95","3,62","9,71","2,44","1,75","7,93","1,97","8,63","2,72","10,72","18,35","14,69","111,69","111,69","114,16","114,16","104,34","104,34","37,92","91,54","91,54","92,98","92,98","50,94","50,94","15,44","28,24","82,25","36,04","19,17","82,7","95,57","92,21","29,02","5,21","14,35","87,69","85,62","59,41","76,82","65,13","61,46","39,04","49,33","48,05","47,65","12,72","124,44","226,8","382,5",770,1300,"0,6","9,78","14,09","24,04","33,7","45,4","58,06","47,13","2,21","63,77","7,96","17,9","36,23","79,17","23,68","16,04","595,25","65,7","2805,12","171,22","295,9","545,34","1900,09","604,79","32,2","76,71","133,42","0,68","6,06","18,4","0,55","0,27","63,01","0,43","3,44","18,0723786243","0,9478070568","50,75","33,2642044555","15,3706492123","27,2238278957","74,48","60,1","17,17","6,08","26,7","69,74","78,59","88,99","1190,51","0,48","6,72","20,1","51,27","59,97","64,27",26,"33,22","29,92","15,01","18,09","74,06","67,07","54,05","96,58","98,46","20,96","4,49","23,92","71,76","4,43","17,74","13,04","31,6","1,14","5,77","1,54","41,21","56,63","6,95",2638,4612,121207,6740,31096,23196,23431,13639,225182,22737,71234,22106,202445,20993,48497,20683,153948,6853,6803,6892,36991,90824,12120,31151,334391,303240,2534,34319,35589,39301,36731,34503,32630,28224,23540,18439,14185,11145,8170,5495,4450,3057,2079,264324,39262,22941,202121,331973,"0,651","0,672","0,742","0,665","0,885","0,693","0,646","0,724"
16,2010000016,Amapá,2010,HOMEM,"69,31",,"16,02","17,1","93,45","82,41","58,44","3,27","9,16","4,54","2,35","8,39","2,19","9,07","3,88","11,25","25,81","21,46","110,47","110,47","116,81","116,81","90,74","90,74","24,5","91,67","91,67","93,14","93,14","42,84","42,84","10,46","30,06","84,14","32,02","12,65","82,86","95,12","92,45","38,61","5,81","14,79","79,7","77,72","49,05","71,12","58,34","54,28","32,5","41,99","40,54","40,08","8,95","122,5","228,33","392,4","766,67","1291,43","0,6","10,08","14,81","24,09","34,2","45,03","58,46","47,72","2,12","64,08","7,82","17,76","35,92","87,83","24,42","16,42","602,7","63,86","2875,95","171,7","299,71","547,1","1934,09","614,09","31,31","75,12","131,86","0,69","12,56","16,4","13,46","1,63","40,7","1,41","4,97","28,9436260435","1,4294381243","47,95","34,4869441619","10,1255093782","20,9186311723","61,21","44,32","9,26","4,54","21,79","67,77","79,24","88,95","1369,46","0,51","8,71","25,82","69,86","79,52","85,71","18,21","22,82","18,59","8,81","10,28","72,88","65,7","53,92","96,17","98,08","22,06","5,05","24,65","69,94","4,88","19,79","13,64","33,51","2,1","5,98","1,92","27,35","56,23","9,3",3471,5769,159409,7008,31373,23521,23506,21253,154392,22677,70589,22318,131715,20816,47912,20286,151895,7299,7223,6966,38401,92451,10967,37339,335135,297796,1813,35654,37067,39930,36543,34046,31171,27068,23214,18839,14774,11706,8462,5694,4382,2921,1851,262652,39842,22347,200463,332195,"0,583","0,61","0,676","0,601","0,739","0,695","0,729","0,687"
17,2000000017,Tocantins,2000,MULHER,"67,95","2,95","34,38","44,27","89,91","75,34","65,79","4,38","8,42","3,57","2,29","16,81","4,76","18,61","6,58","23,3","35,01","27,54","110,93","117,39","121,71","127,98","78,67","85,69","10,35","85,26","87,96","88,92","90,97","25,01","26,42","4,34","15,3","77,51","36,38","18,78","61,37","91,74","88,18","47,27","11,42","17,13","51,13","70,17","30,99","50,92","35,38","30,11","17,14","23,73","21,1","20,21","3,13","60,84","117,91","195,79","370,41","651,02","0,64","22,46","30,71","45,45","56,93","68,76","77,65","53,7","1,6","67,75","6,96","16,25","32,25","76,96","30,86","19,45","336,17","26,88","1805,12","90,12","156,09","268,91","1137,98","359,29","31,06","66,88","107,8","0,71","11,35","12,15","0,58","0,06","69,35","0,23","5,16","15,7589498099","1,5357238956","42,39","19,793567655","19,9628852224","32,4183329034","53,51",37,"5,6","10,67","68,42","87,39","91,51","96,4","662,02","0,56","12,51","35,17","49,3","46,25","55,26","28,21","38,2","27,9","18,4","19,42","56,29","51,5","45,79","74,1","78,86","19,07",,"57,39","84,7","8,26","49,76","42,28","60,77",,"8,17","21,14","39,68","62,15",,8412,13730,147945,12799,54889,40931,41362,39484,365728,40718,122596,40256,325010,37772,81878,35678,243132,13413,13496,13294,65384,160991,24764,133420,565291,431871,4947,65794,65664,68105,66065,56531,45422,41083,35172,28846,22940,18120,14516,12269,9120,6430,4267,426133,67225,39036,319871,556301,"0,354","0,402","0,549","0,385","0,716","0,601","0,482","0,51"
17,2000000017,Tocantins,2000,HOMEM,"62,46",,"37,4","48,17","85,01","66,21","66,1","4,68","7,49","6,86","5,38","18,86","7,96","20,55","11,38","24,68","43,83","35,3","104,62","110,45","121,52","127,41","54,81","60,47","5,13","84,09","86,91","87,7","89,68","17,53","18,72","2,77","14,25","78,11","35,08","12,09","59,01","90,09","87,05","54,91","14,14","14,33","40,88","60,03","21,55","40,59","27,52","23,23","11,04","15,41","14,31","13,95","2,82","58,95","117,91","196,43","372,2","664,1","0,65","22,55","30,81","45,34","57,62","68,48","78,86","54,86","1,49","68,73","6,66","15,7","31,27","87,81","32,95","20,66","348,46","25,98","1911,81","90,05","157,52","271,24","1198,38","373,96","30,35","66,22","107,45","0,74","38,12","11,94","11,82","0,41","29,34","0,96","6,17","28,5200609441","2,8090833946","32,28","20,420116704","7,4931500089","30,0274679625","29,79","16,43","2,8","10,93","56,34","81,88","87,32","93,33","971,29","0,66","18,86","51,12","79,98","81,35","89,71","20,28","28,46","16,75","9,35","8,34","53,19","48,2","46,17","73,25","75,69","19,49",,"58,21","85,75","9,91","52,51","43,26","60,48",,"8,07","24,31","18,38","61,11",,13156,21572,272387,13407,56645,42264,42916,41321,383998,42079,126577,41896,341919,39365,84498,36835,257421,13941,14161,13969,68552,167276,27703,163717,591807,428090,4838,68451,68936,70422,68580,57997,46300,41568,36443,30071,25132,20429,16099,13676,10447,7462,4956,446804,69768,42201,334836,582086,"0,275","0,331","0,49","0,311","0,624","0,606","0,665","0,505"
