Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R,IDHM_R_ajustado,IDHM_ajustado
330100,2010330100,CAMPOS DOS GOYTACAZES,2010,MULHER,"79,14","2,12","13,86","15,59","95,82","88,42","45,12","9,1","8,91","1,71","0,67","6,44","1,38","6,84","2,16","7,85","22,72","20,05","118,24","118,24","124,28","124,28","101,4","101,4","33,12","93,49","93,49","96,01","96,01","49,99","49,99","16,84","59,54","85,97","34,93","14,04","96,5","97,76","94,65","32,35","4,3","12,31","84,48","83,53","58,62","78,18","57,94","54,17","44,76","53,01","41,51","39,37","12,31","172,4","298,33","497,5",840,1430,"0,59","3,78","6,91","13,48","23,23","35,32","51,43","43,75","3,38","60,06","10,36","21,67","39,94","67,36","16,89","11,58","670,07","113,14","2931,83","234,01","379,01","611,94","2009,95","672,92","35,33","89,72","160,6","0,54","1,67","17,37","0,67","0,53","67,92","0,52","5,28","15,9258111321","1,0061199162","62,61","49,4510493085","7,8746019729","23,3836650064","71,92","57,02","20,12","2,67","22,03","75,59","85,27","93,04","1023,81","0,4","2,53","15,6","51,98","50,18","64,96","31,17","47,66","30,23","14,88","17,15","92,4","91,87","30,13","98,69","99,87","4,94","0,16","29,81","40,46","2,24","24,3","13,95","36,83","0,87","8,34","0,13","43,39","66,13","7,34",508,1876,88150,2947,16006,11975,11923,9374,178041,12068,39568,11736,165973,11706,27500,11815,138473,3322,3394,3280,17699,45773,21889,22003,240472,218469,4787,15774,17061,20038,19825,19743,20322,19254,16874,16832,16743,14664,11895,9558,7246,5758,4098,207717,20038,12022,175657,239364,"0,579","0,711","0,753","0,664","0,902","0,712","0,615","0,717"
330100,2010330100,CAMPOS DOS GOYTACAZES,2010,HOMEM,"70,45",,"15,57","17,52","88,98","75,55","45,96","7,11","8,5","2,85","1,88","6,89","2,23","7,25","3,19","8,25","28,01","24,01","117,6","116,97","127,06","129,78","90,96","80,61","26,66","93,27","93,06","95,63","95,26","42,13","34,34","13,45","58,66","85,75","32,76","12,8","95,78","97,34","94,3","40,36","5,48","12,1","79,6","72,14","49,24","72,74","55,5","52,07","39,31","46,85","38,29","36,59","10,38","172,4",300,"498,33","836,67",1450,"0,59","3,56","6,74","13,5","24,8","34,74","52,03","45,43","3,27","61,17","10,08","21,1","38,83","81,57","18,03","12,16","696,14","113,66","3162,34","237,19","383,51","617,03","2134,01","699,74","33,21","90,43","159,48","0,57","6,93","15,35","17,24","3,36","37,15","1,49","10,37","24,6612698242","1,7913690629","66,08","53,0899151348","4,389160355","15,080601956","57,87","39,5","9,11","1,17","10,76","66,96","80,18","89,08","1402,67","0,44","3,74","19,16","68,65","73,91","84,3","25,08","24,18","15,86","6,62","7,17","91,71","91,19","31,07","98,61","99,74","5,55","0,21","29,71","41,34","2,66","26,26","14,84","30,52","1,63","8,05","0,26","26,57","65,77","9,43",758,2323,115938,3179,16121,12082,12044,9647,168844,12335,39668,11944,156509,11782,27333,11761,129176,3367,3507,3466,18563,47019,15884,23003,223259,200256,2859,16224,17923,20268,20150,19518,19396,17948,15399,15503,14627,12830,9879,7710,5716,4500,2809,189249,20268,12124,156857,221228,"0,555","0,66","0,697","0,623","0,758","0,718","0,786","0,719"
330170,2010330170,DUQUE DE CAXIAS,2010,MULHER,"79,39","1,73","13,25","14,91","96,13","88,72","43,71","7,52","9,36","1,26","1,31","5,47","0,75","5,77","1,4","6,73","19,32","15,25","121,55","121,55","124,98","124,98","111,64","111,64","23,49","92,98","92,98","93,85","93,85","49,45","49,45","11,17","39,9","86,29","30,23","15,3","88,15","96,61","93,95","33,55","5,27","11,83","87,86","84,83","57,93","79,37","57,58","53,42","43,2","51,24","35,25","32,19","5,97","203,17","337,4","508,67",768,"1137,5","0,59","2,99","5,41","10,1","17,85","29,17","44,23","34,43","4,54","50,6","13,85","28,27","49,4","69,84","9,94","7,3",580,"131,52","1996,95","270,19","418,05","612,92","1465,56","581,14","35,61","89,26","164,91","0,37","0,44","18,03","0,67","0,24","63,2","0,87","10,91","17,9587307054","0,9958534803","58,25","50,760905309","3,0132219638","25,5464299432","68,28","46,21","9,43","2,2","20,67","81,66","90,77","96,45","833,64","0,25","3,59","17,58","57,07","53,65","64,88","38,21","39,32","28,89","14,83","16,28","89,38","89,05","39,84","95,47","99,96","3,29","0,82","25,62","60,1","3,39","21,7","9,89","36,08","2,66","6,7","0,04","41,58","71,19","29,68",1431,4010,171392,5687,31628,23818,23766,17330,325827,23001,74010,21995,302826,21692,51009,22086,251817,6061,6395,6223,34342,88971,33407,1373,443974,442601,6493,29264,32520,39845,37179,36831,37344,37575,33811,32250,29504,26650,21276,16518,11710,9124,6080,382101,39845,22810,319446,443336,"0,576","0,693","0,741","0,652","0,907","0,688","0,58","0,7"
330170,2010330170,DUQUE DE CAXIAS,2010,HOMEM,"70,62",,"14,89","16,76","88,88","75,57","44,73","5,62","9,02","1,88","1,5","4,83","0,94","5,08","1,67","5,92","23,19","18,44","118,22","114,98","124,5","124,02","100,19","89,07","19,71","92,11","91,27","93,41","92,99","43,16","37,05","8,85","40,07","84,62","28,37","13,92","87,38","96,09","93,13","38,49","5,65","12,22","84,77","79,38","51,33","75,69","58,41","54,92","38,3","46,16","35,28","33,09","5,5","205,67","349,2","508,67","803,33",1200,"0,59","2,65","5,48","9,64","18,52","27,62","44,77","34,84","4,47","51,5","13,69","27,77","48,5","82,25","10,18","7,46","606,64","135,48","2113,68","279,85","426,85","628,94","1548,95","607,71","34,18","90,87","164,33","0,38","0,63","17,16","16,07","1,23","41,28","2,35","14,02","20,4013541481","1,3190716148","69,99","60,3342885462","3,5569333449","13,7752156536","63,75","39,62","5,35","0,84","7,5","62,55","82,34","93,29","1196,63","0,26","4,49","24,48","73,18","77,81","87,78","29,09","23,85","16,23","7,77","8,19","89,12","88,66","39,98","95,41","99,95","3,16","0,9","25,87","59,93","3,91","21,93","9,61","25,18","4,02","5,97","0,05","29,34","69,16","30,48",1826,5747,220682,5933,32161,24166,24138,17968,307147,23454,73555,22602,283693,21670,50101,21814,233592,6045,6420,6561,35542,91157,23117,1537,411074,409537,3423,29804,33496,40627,37801,35754,34992,34254,30657,29762,26506,23178,17989,13137,9185,6529,3980,347733,40627,23475,283631,410411,"0,584","0,654","0,693","0,63","0,76","0,696","0,774","0,718"
330330,2010330330,NITERÓI,2010,MULHER,"80,3","1,41","12,06","13,56","96,06","89,23","41,91","14,23","9,83","0,77","0,72","2,54","0,45","2,62","0,64","2,93","13,92","10,74","114,25","114,25","116,63","116,63","107,67","107,67","76,78","93,54","93,54","94,28","94,28","56,51","56,51","39,23","56,36","89,51","51,31","21,35","94,91","96,86","94,91","28,15","2,26","8,71","90,39","88,57","65,54","89,75","78,74","77,15","64,76","72,49","65,74","64,76","33,01","378,75",720,"1412,4",2890,"4503,33","0,59","0,8","1,69","3,37","7,97","11,51","23,6","43,29","2,4","61,12","7,76","18,13","38,88","59,85","22,33","15,74","1977,1","237,49","8558,86","529,19","1025,28","2051,83","6033,93","1977,74","41,09","95,78","176,33","0,66","0,21","12,03","0,76","0,66","77,78","0,79","4,31","16,8920148241","2,9640593112","70,65","50,2000845281","11,7399248631","17,0975218364","84,51","74,01","39,87","1,42","9,9","50,68","62,46","75,59","2138,56","0,52","3,24","10,03","51,95","55,81","75,59","24,92","45,76","19,31","7,84","10,47","96,98","96,77","17,64","98,79","99,99","0,57","0,13","15,78","43,64","3,14","10,6","3,66","17,12","0,51","8,57","0,01","37,78","65,3","11,9",503,944,118428,2301,12339,9192,9329,6994,207846,9491,36110,9724,198355,10708,26619,11161,171736,2409,2475,2491,13525,35355,37255,0,261724,261724,10113,11694,12793,15546,16421,19689,21928,20713,18506,18303,19458,18829,16744,13845,10776,9041,7325,237164,15546,9412,212206,259275,"0,787","0,789","0,863","0,788","0,922","0,885","0,757","0,819"
330330,2010330330,NITERÓI,2010,HOMEM,"71,19",,"13,6","15,3","90,8","77,69","38,98","9,82","9,68","1,49","0,6","2,35","0,71","2,44","0,92","2,71","16,58","13,31","113,84","113,45","117,09","117,54",105,"102,51","74,14","93,66","93,78","94,42","94,56","55,4","54,35","36,4","57,47","89,23","50,09","22,47","95,47","96,98","94,9","29,74","2,8","9,79","89,44","85,93","64,27","87,72","79,35","78,04","58,86","68,63","66,23","65,86","33,68","370,5",700,"1398,67",2900,4675,"0,59","0,8","2,05","3,3","8,06","11,68","24,24","44,57","2,31","62,45","7,45","17,37","37,55","72,43","23,94","16,77","2027,18","234,54","9034,56","520,18","1005,99","2045,77","6327,62","2028,12","40,05","95,05","177,09","0,68","0,61","13,92","9,18","2,07","61,73","1,66","6,19","22,5140486045","4,9265121688","74,12","50,7625862428","10,6139327437","10,7854429629","82,25","69,97","34,66","0,56","4,19","38,52","51,79","65,17","3242,24","0,59","3,4","16,78","60,59","74,61","85,19","19,43","24,94","13,73","5,1","6,2","96,65","96,41","19,21","98,45","99,96","0,72","0,13","15,8","42,53","3,02","10,57","3,67","11,66","0,63","8,16","0,04","24,33","65,2","12,63",540,1684,130289,2358,12580,9435,9432,7083,184670,9737,35593,9826,174933,10374,25856,10745,149077,2465,2576,2592,14029,36346,22169,0,225838,225838,4353,11983,13301,15884,16545,19048,20347,19071,16506,15833,16509,15432,12854,10356,7628,5909,4279,200538,15884,10035,174619,223675,"0,794","0,77","0,811","0,778","0,77","0,889",1,"0,843"
330350,2010330350,NOVA IGUAÇU,2010,MULHER,"77,85","1,8","14,55","16,37","95,57","87,32","44,25","7,95","9,48","1,69","0,74","4,83","0,62","5,13","0,35","5,97","17,33","13,29","119,32","119,32","120,37","120,37","116,33","116,33","22,95","92,83","92,83","93,67","93,67","50,86","50,86","11,42","37,99","85,58","30,81","12,7","89,31","96,7","93,79","31,36","4,15","14,2","90,3","87,21","60,35","80,73","59,67","55,75","44,58","51,66","37,94","35,4","7,12","199,14","324,29",500,"763,33",1150,"0,59","3,48","6,31","10,92","19,45","31,13","47,68","36,64","4,28","52,44","13,05","26,89","47,56","65,3","11,23","8,06","582,52","124,6","2134,4","255,42","403,09","602,03","1530,6","583,38","35,64","86,96","162,36","0,41","0,77","18,47","0,71","0,17","66,2","0,41","6,66","18,6358229362","0,8481049705","54,08","45,3538538927","4,1895048185","28,9119058987","70,14","49,27","11,63","3,13","23,75","81,45","90,46","96,28","835,36","0,29","3,88","16,85","53,97","52,17","64,54","30,94","44,22","29,92","15,46","19,55","91,74","91,31","39,13","95,65","99,91","2,59","0,27","22,02","62,01","3,3","19,13","8,68","35,33","3,11","6,59","0,09","42,75","68,42","33,94",1445,3696,155672,5276,29674,22185,22422,15755,304527,22227,68712,21073,282300,20168,46485,20160,235815,5550,5787,5895,32269,84170,32944,4280,414507,410227,6481,26482,30434,37296,35642,33070,34047,34069,31556,30437,27969,24627,20166,15768,11580,8812,6071,357640,37296,21938,298406,414101,"0,597","0,711","0,741","0,671","0,881","0,689","0,594","0,705"
330350,2010330350,NOVA IGUAÇU,2010,HOMEM,"70,22",,"16,13","18,15","90,24","75,93","45,33","5,91","9,25","1,89","0,95","4,33","1,02","4,6","0,93","5,3","21,35","16,28","117,99","116,7","122,36","124,3","105,65","95,2","20,45","92,88","92,92","93,44","93,22","45,52","40,29","9,35","38,16","87,25","29,58","13,31","88,39","96,22","93,88","38,48","4,95","14,33","87,29","81,12","53,25","77,4","60,37","57,03","38,81","46,91","37,85","36,07","6,5",200,"333,2",502,"787,14","1166,67","0,59","3,28","6,58","10,17","19,14","29,67","46,4","37,03","4,36","52,83","13,2","26,81","47,17","81,08","11,22",8,"600,22","130,76","2222,53","265,4","408,45","611,03","1583,97","601,58","34,57","86,98","163,58","0,41","0,88","17,5","17,4","0,58","43,55","1,71","9,82","22,5199604567","1,1953735004",67,"55,730862273","5,1609778735","14,7421675318","65,47","42,1","6,33","0,85","8,4","66,4","83,75","93,67","1157,52","0,26","5,24","22,16","70,44","75,84","85,4","29,58","27,69","15,5",7,"7,69","91,84","91,28","39,79","95,11","99,89","2,72","0,34","23,47","61,84","3,78","19,7","8,61","25,31","6,12","5,89","0,11","25,3","68,43","41,9",1999,4969,199533,5320,30334,22817,22824,16131,285247,22242,67803,21293,263005,20088,45561,19926,217444,5705,5931,5998,32970,85546,22563,4414,381750,377336,3374,27268,31110,38125,35619,32184,32068,31281,28510,27678,24533,21414,16546,12851,8859,6404,3926,323652,38125,22429,263098,381158,"0,604","0,669","0,697","0,647","0,754","0,694","0,762","0,719"
330390,2010330390,PETRÓPOLIS,2010,MULHER,"79,61","1,49","12,17","13,69","94,95","88,63","44,23","11,46","9,74","0,43","0,23","4,38","0,24","4,63","0,9","5,32","17,64","13,9","116,67","116,67","120,26","120,26","106,75","106,75","37,38","95,28","95,28","95,55","95,55","56,68","56,68","18,82","45,53","90,26","36,07","13,4","92,57","97,98","95,93","31,16","4,37","11,61","90,56","85,46","64,24","81,41","56,35","52,4","47,82","54,88","38,57","35,99","12,51",255,"402,5","603,25","1061,67",1825,"0,59","1,65","3,45","6,04","12,9","20,82","37,07","44,98","3,81","60,02","11,16","22,27","39,98","64,01","16,12","10,78","906,59","172,69","4078,25","333,23","503,61","802,81","2727,11","907,53","34,54","92,26","172,69","0,53","0,97","16,62","0,21","0,14","55,22","0,28","18,43","18,1827951972","2,4706655413","66,46","54,7665103147","4,0899582897","19,2681480491","66,44","48,38","17,01","1,58","15,06","75,84","85,95","92,63","1105,03","0,37","3,84","19,79","63,69","57,42","74,62","45,56","38,64","18,9","8,43","7,86","97,22","97,04","24,42","99,3","99,95","0,61","0,44","27,91","54,47","2,02","22,16","7,93","33,71","0,83","7,28","0,05",39,"61,1","14,33",446,1409,67820,1665,9316,6952,7009,5010,117650,7137,23235,7005,110513,6951,16098,7062,94415,1755,1912,1900,10141,26594,17751,7329,154921,147592,4262,8389,9741,11628,11773,11462,11717,11901,11355,11816,11230,9898,8747,7513,5614,4542,3333,136865,11628,7120,118117,153884,"0,564","0,738","0,776","0,675","0,91","0,76","0,66","0,74"
330390,2010330390,PETRÓPOLIS,2010,HOMEM,"71,72",,"13,51","15,2",91,"77,31",43,"8,19","9,36","0,88","0,28","3,99","0,38","4,24","0,83","4,9","21,62",17,"115,31","113,99","121,45","122,61","98,43","90,45","33,97","94,42","93,59","95,13","94,73","51,09","45,74","16,66","44,9","88,78","35,87","14,2","92,13","97,4","95,11","35,37","5,67","12,13","85,71","77,04","57,13","77,9","56,59","52,93","40,41","48,97","37,72","35,79","12,08",255,405,606,1067,1900,"0,59","1,34","3,08","5,82","13,04","20,57","37,96","46,58","3,7","61,32","10,86","21,66","38,68","76,73","17,16","11,31","939,92","174,05","4378,42","336,13","507,89","799,84","2886,25","941,4","32,94","94,77","174,05","0,56","2,32","15,79","13,95","0,65","40,44","1,3","14,11","26,9535901473","3,2650169908","67,59","53,2625113537","2,9579418727","13,1041775002","60,06","39,6","11,64","0,55","6,39","62,27","78,61","87,47","1557,77","0,42","3,11","22,94","74,1","77,95","89,28","27,56","28,2","13,12","4,85","5,54","97,29","97,05","25,54","99,11","99,86","0,74","0,47","26,18","55,1","2,6","22,79","8,08","26,04","1,36","7,33","0,14","25,43","61,68","14,98",377,1705,80176,1734,9608,7168,7199,5225,110138,7372,23673,7257,102766,7269,16301,7099,86465,1725,1839,1932,10721,27701,11542,7302,140996,133694,1993,8690,10052,12116,12253,11420,11270,11060,10438,10494,9840,8720,7222,5879,4262,3185,2102,122399,12116,7429,102854,140442,"0,566","0,688","0,727","0,645","0,779","0,766","0,848","0,752"
330455,2010330455,RIO DE JANEIRO,2010,MULHER,"79,46","1,56","12,29","13,83","95,19","88,1","43,52","12,36","9,5","1,17","0,57","2,95","0,67","3,07","0,76","3,44","16,01","12,97","121,99","121,99","121,51","121,51","123,32","123,32","50,16","93,04","93,04","94,6","94,6","54,27","54,27","22,25","51,74","86,47","38,91","18,55","95,84",97,"94,24","28,29","3,14","11,93","90,04","87,34","63,23","85,17","71,57","69,48","50,74","59,88","53,4","52,4","21,12","299,67","509,67","852,5","1793,33","3250,5","0,59","1,29","2,8","5,1","11,01","16,59","31,02","50,37","2,54","66,7","7,92","16,72","33,3","60,07","25,45","16,73","1478,52","188,06","7447,65","397,17","651,18","1225,7","4896,18","1479,08","36,72","92,31","171,87","0,72","0,18","16,5","0,8","0,6","68,88","0,51","5,47","16,9114337118","1,7361109714","68,83","55,4834442869","6,7909518344","17,5796236601","79,73","63,82","27,13","1,83","12,04","61,74","73,34","83,49","1725,42","0,52","3,18","14,85","58,15","55,51",73,"33,74","34,61","20,76","9,42","11,81","97,8","97,48","27,32","99,22","99,97","0,29","0,49","18,26","48,26",3,"13,59","4,78","23,24","1,15","7,7","0,03","40,9","67,81","23,2",7300,20453,1453476,35883,182273,136089,136946,106808,2596672,138013,486127,136745,2458659,142438,348114,146664,2110545,36561,38110,37853,204180,524466,415252,0,3360629,3360629,107606,179263,194739,229824,230583,255544,281797,272882,246860,233893,236586,225882,197393,160131,121277,104035,82334,2985649,229726,137701,2618222,3334701,"0,716","0,75","0,825","0,738","0,908","0,839","0,742","0,792"
330455,2010330455,RIO DE JANEIRO,2010,HOMEM,"71,46",,"13,67","15,38","90,72","77,6","41,56","8,33","9,39","1,47","0,89","2,84","0,94","2,95","1,32","3,29","17,95","14,3","120,12","118,29","121,15","120,8","117,19","111,13","46,72","93,08","93,11","94,57","94,53","51,84","49,45","20,3","52,28","86,55","38,17","18,16","95,5","96,89","94,2","31,13","3,62","12,7","88,85","84,67","60,08","82,27","72,19","70,49","45,91","55,67","53,99","53,7","21,26",300,510,855,"1773,33","3318,25","0,59","1,22","2,82","4,92","10,9","16,2","30,61","51,08","2,58","66,78","8,07","16,98","33,22","72,67","25,32","16,61","1508,68","194,73","7705,62","413,96","672,19","1225,29","5054,86","1509,37","36,49","93,07","171,89","0,73","0,43","16,4","10,21","1,07","56,08","1,51","7,05","21,5091312186","2,9193451719","73,34","56,6180418613","7,2962986397","11,1736665229","76,3","58,93","21,27","0,64","5,05","47,96","64,38","77,51","2386,82","0,55","3,89","18,52","66,93","75,13","85,91","33,25","27,63","13,94","5,34","6,71","97,71","97,29",29,"99,11","99,97","0,31","0,54","17,81","47,72","3,11","13,78","4,72","16,06","1,93","6,7","0,03","26,63","67,72","27,55",9217,25812,1651477,36774,187403,140790,140588,109846,2337285,140079,486730,138788,2197206,143728,346651,147746,1850555,37989,39108,38683,211252,538734,246477,0,2959817,2959817,47637,184769,201020,236743,233567,253163,269306,251573,221671,205798,200210,184247,152282,118991,84926,66818,47096,2574274,236883,139373,2198019,2930701,"0,722","0,726","0,779","0,725","0,774","0,842","0,924","0,803"
330490,2010330490,SÃO GONÇALO,2010,MULHER,"78,72","1,49","13,77","15,5",95,"87,63","39,96","9,09","9,38","1,16","0,65","3,99","0,6","4,18","0,53","4,79","18,07","14,8","119,88","119,88","122,06","122,06","113,75","113,75","31,27","93,5","93,5","93,77","93,77","52,29","52,29","14,35","49,31","88,08","31,04","14,83","92,77","96,96","94,63","32,12","4,08","11,12","89,26","84,71","61,38","83,03","63,64","60,38","49,58","57,56","43,41","41,03","7,47","254,4",400,"558,33",892,1256,"0,59","1,58","2,96","6,44","11,82","21,86","34,86","33,1","4,98","48,95","14,88","29,7","51,05","68,46","8,9","6,58","657,27","163,75","2175,39","325,35","486,82","701,83","1609,42","658,61","30,7","93,48","174,2","0,33","0,29","18,77","0,48","0,12","64,78","0,6","8,15","15,6444724363","0,7793131209","63,84","55,7985887528","3,8648618027","22,6498334781","73,17","54,18","11,03",2,"16,72","80,2","90,38","96,67","857,33","0,24","3,7","15,75","59,68","55,42","69,09","36,13","45,87","27,56","13,46","17,46","92,24","91,99","30,48","93,88","99,98","3,49","0,34","18,79","50,69","3,04","17,19","6,37","30,25","1,89","7,18","0,02","42,2","65,42","24,31",1486,3727,220942,5721,31801,23928,23799,17348,399817,23892,81195,23480,375925,23987,57303,24306,318622,6189,6292,6421,34899,90592,47655,359,524464,524105,9506,29100,32874,40118,39555,41640,44749,45102,41066,39700,37915,34146,28289,22555,16467,12773,8909,462425,40118,23661,398646,523047,"0,636","0,732","0,762","0,698","0,895","0,708","0,589","0,717"
330490,2010330490,SÃO GONÇALO,2010,HOMEM,"70,96",,"15,28","17,19","90,06","76,49","40,38","6,76","9,08","1,37","0,91","3,58","0,87","3,75","0,79","4,25","20,94","16,94","118,59","117,33","122,56","123,05","107,41","101,2","28,65","93,24","92,99","93,72","93,68","48,64","45,07","12,72","48,62","87,81","30,81","14,17","92,14","96,71","94,37","35,54","4,81","11,79","88,63","83,99","57,28","80,45","64,51","61,72","45,52","54,32","43,39","41,49","7,12",255,405,586,910,"1302,5","0,59","1,51","3,2","5,91","11,19","20,39","34,21","33,49","5,1","49,1","14,98","29,56","50,9","80,75","8,94","6,57","682,57","173,9","2285,96","337,36","497,61","728,27","1680,63","683,84","30,78","92,92","173,9","0,34","1,11","18,51","14,63","0,56","45,27","1,39","11,32","21,3436255753","1,2991401403","71,05","59,1699611239","5,2496074636","12,3687944919","70,51","48,6","7,25","0,77","6,18","59,44","79,12","91,55","1288,56","0,26","4,74","21,01","71,67","77,13","88,07","38,91","30,15",16,"6,99","9,62","91,74","91,47","31,61","93,51","99,95","3,73","0,35","18,62","51,38","3,29","17,07","5,84","22,11","2,66","6,77","0,05","24,91","65,93","27,37",1974,5082,267185,5826,32822,24637,24657,17676,370662,23724,77457,23013,346938,22798,53733,23181,293205,6183,6488,6375,35732,92278,32116,370,475264,474894,4892,29560,33388,41654,38604,38853,41225,41775,37441,35406,34302,29077,23905,17958,12630,9111,5483,412252,41654,24187,346411,473901,"0,645","0,709","0,722","0,687","0,766","0,715","0,808","0,752"
330510,2010330510,SÃO JOÃO DE MERITI,2010,MULHER,"78,94","1,89","13,73","15,45","95,24","87,95",43,"8,66","9,46","1,6","0,88","4,06","0,29","4,28","0,96","4,98","18,71","13,8","121,54","121,54","124,08","124,08","114,46","114,46","22,88","93,41","93,41","94,32","94,32","49,21","49,21","10,93","39,26","86,91","29,98","12,84","89,23","96,76","94,16","35,09","4,29","13,38","89,27","86,74","56,69","82,35","59,7","55,73","44,24","53,3","37,66","34,92","5,31",228,350,510,778,1100,"0,59","2,1",4,"8,07","14,81","26,47","41,08","32,65","5,06","47,98","14,97","30,25","52,02","68,69","8,72","6,49","583,03","147,64","1903,34","288,88","445,3","634,78","1417,02","583,09","40,6","93,47","171,97","0,33","0,12","21,04","0,41","0,13","61,14","0,37","10,69","17,6077494903","0,6701370582","60,17","52,5633877953","3,6810744669","24,2469004586","70,46","48,68","8,27","1,64","17,95","82,56","92,58","97,03","814,44","0,22","3,26","15,21","58,43","53,83","67,7","33,11","43,29","25,99",13,"15,47","95,82","95,57","40,7","97,87","99,96","0,45","0,28","20,94","60,74","3,24","19,34","7,72","34,34","2,61","9,12","0,04","41,68","70,58","28,01",659,1832,95271,2903,16179,12158,12167,8769,179095,11946,38483,11383,167149,11249,26537,11518,140612,3103,3216,3099,17290,45415,20832,0,240569,240569,4213,14824,16467,20218,19220,19263,19711,19678,17952,17610,16660,15538,12631,9965,7009,5664,3946,209262,20218,12047,176996,240357,"0,597","0,699","0,743","0,663","0,899","0,689","0,595","0,708"
330510,2010330510,SÃO JOÃO DE MERITI,2010,HOMEM,"70,62",,"15,35","17,27","89,64","75,99","43,85","6,16","9,22","1,89","1,07","3,44","0,87","3,62","1,17","4,13","21,54","16,21","118,88","116,25","123,71","123,35","105,24","95,98","20,92","92,95","92,5","94,56","94,79","45,51","41,79","9,24","39,31","86,14","28,35","12,57","87,78","96,58","93,85","37,83","4,29","13,48","87,64","84,17","52,59","79,75","61,42","57,97","40,87","50,45","38,7","36,49","5,25","233,2","366,5","517,43","813,33","1166,67","0,59","1,9","4,24","7,74","15,67","25,04","41,92","33,7","4,92","49,58","14,56","29,18","50,42","78,75","9,26","6,8","613,61","150,84","2068,02","295,79","448,52","651,83","1519,4","613,87","39,22","94,83","171,17","0,35","0,23","19,96","13,64","0,44","46,84","1,05","11,38","21,8261255925","1,1302597337","69,53","58,2043235507","5,4938547798","13,0552105667","67,93","44,26","5,35","0,36","6,71","65,34","84,03","94,14","1131,06","0,22","4,32","21,5","73,17","77,92","89,17","34,45","28,58","14,17","6,04","6,94","95,59","95,34","41,36","97,75","99,91","0,43","0,29","21,91","60,69","3,42","18,81","7,5","23,2","4,17","7,29","0,09","29,69","67,19","30,9",888,2579,119212,3062,16158,12099,12231,9016,165050,11963,37832,11632,153087,11168,25869,11166,127218,3105,3447,3324,18393,46514,13429,0,218104,218104,1939,15056,17435,20563,19353,18479,18442,17752,16254,15490,14743,12924,10353,7831,5246,3848,2396,185548,20563,11996,152989,217881,"0,614","0,672","0,702","0,652","0,76","0,697","0,768","0,725"
