Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
261160,2010261160,RECIFE,2010,NEGRO,"74,03","1,59","16,01","12,90","96,31","88,90","39,12","6,69","9,22","2,94","2,17","8,85","2,45","9,31","3,70","10,77","21,60","16,56","123,15","123,15","127,87","127,87","110,09","110,09","29,40","92,75","92,75","93,89","93,89","44,68","44,68","12,20","54,17","85,86","34,02","16,79","94,40","96,78","93,88","37,66","6,46","13,91","88,06","85,13","52,79","73,67","58,63","55,44","37,85","45,88","40,59","39,47","10,52","155,50","255,00","403,00","740,50","1350,00","0,61","6,13","10,70","16,78","29,03","40,69","59,69","51,53","2,73","65,85","8,83","18,45","34,15","72,62","23,34","14,94","680,07","92,94","3504,13","207,29","327,01","533,83","2242,44","681,11","36,00","82,00","151,05","0,70","0,69","19,40","6,88","0,10","58,21","1,57","6,68","20,15","1,52","61,66","51,98","5,58","19,92","66,35","48,98","13,14","1,13","21,14","76,72","85,10","91,46","1171,77","0,53","4,23","22,10","64,36","64,61","77,76","35,69","49,47","27,49","13,53","15,57","93,96","91,95","31,29","97,06","99,92","3,16","1,65","26,80","45,83","3,22","20,84","12,80","32,77","2,39","8,34","0,08","34,67","62,25","13,02",3145,10122,421785,10055,59144,44083,44547,31364,693352,45912,158578,45468,647440,45782,112666,47331,534774,11336,11834,11866,66147,171203,59054,0,882463,882463,12038,51986,62773,74352,75878,82700,82577,76714,70843,66520,59812,50412,38837,30005,20724,16057,10235,772910,74265,45806,652838,881516,"0,586","0,683","0,723","0,649","0,817","0,714"
270430,2010270430,MACEIÓ,2010,BRANCO,"73,12","1,70","19,54","23,16","95,68","87,11","47,96","6,74","9,88","3,85","2,83","7,84","2,28","8,20","4,84","9,50","17,16","13,05","111,99","111,99","117,60","117,60","95,73","95,73","56,21","91,97","91,97","93,65","93,65","51,09","51,09","26,78","44,50","84,71","42,71","19,70","89,70","96,16","93,23","29,29","5,60","9,30","88,70","86,31","59,27","78,79","68,50","66,25","53,73","60,24","54,01","52,64","22,42","191,17","340,00","607,14","1460,00","2543,33","0,65","3,65","7,29","11,76","21,75","31,00","47,56","52,68","2,07","69,17","6,59","14,53","30,83","69,76","31,98","20,99","1164,34","120,57","6133,49","263,06","462,11","949,15","4026,26","1166,24","39,67","88,70","158,85","0,83","1,17","20,42","5,72","0,19","57,26","0,84","6,52","20,88","3,01","64,45","46,42","10,30","18,14","74,93","61,27","25,29","1,60","15,11","61,79","71,91","81,84","1830,47","0,63","4,82","22,38","62,51","66,49","78,66","17,97","38,34","25,18","9,65","10,70","96,99","96,19","22,87","98,14","99,92","1,80","0,85","25,13","55,50","3,84","17,90","11,66","24,62","2,25","7,57","0,08","33,62","65,31","16,59",1344,3805,155435,6356,22659,16830,17029,18104,254750,17209,59535,16961,237541,17057,42326,17516,195215,5921,5900,5727,28430,68298,23096,170,342747,342577,5248,31008,28323,28666,28513,31022,30914,28736,26009,23760,20708,17229,13964,10799,7764,5985,4099,278654,27889,17003,233761,334188,"0,685","0,729","0,771","0,714","0,802","0,800"
270430,2010270430,MACEIÓ,2010,NEGRO,"72,85","1,85","22,65","24,43","95,04","86,53","41,92","4,91","9,22","4,95","2,67","13,52","4,56","14,41","7,31","16,67","24,68","17,87","115,95","115,95","125,20","125,20","89,55","89,55","30,23","90,94","90,94","92,41","92,41","38,82","38,82","13,82","45,19","83,71","34,59","15,44","85,22","94,40","91,63","42,49","6,91","12,62","85,73","84,38","44,88","68,42","53,61","50,22","36,81","42,84","36,96","35,61","9,58","150,00","249,33","382,33","685,50","1156,67","0,57","6,27","11,36","17,88","30,40","43,94","63,19","46,70","3,13","62,07","9,85","20,34","37,93","74,97","18,96","12,59","579,17","90,54","2704,94","194,79","303,74","509,22","1796,01","581,95","36,40","83,88","152,78","0,60","1,78","18,72","9,47","0,21","54,83","1,22","6,46","19,90","1,11","59,15","47,36","7,07","23,44","60,35","43,83","11,87","1,42","22,05","77,52","85,98","92,65","1082,88","0,49","5,02","24,65","65,19","66,05","76,29","26,93","44,90","27,90","12,71","14,93","95,69","94,16","31,54","97,52","99,89","2,64","1,67","36,14","54,81","5,60","27,33","18,31","36,52","3,38","5,89","0,11","35,27","61,19","16,23",2824,8212,267635,7540,44750,33166,33890,23791,434638,33167,108828,32311,401471,31268,75661,31395,325810,8718,8776,9071,48979,126896,28295,448,576665,576217,5140,39522,46743,55762,54029,54799,54679,51764,46641,42226,35152,28758,22191,16104,10851,7603,4701,494727,56199,33312,405216,577689,"0,536","0,632","0,690","0,598","0,798","0,688"
280030,2010280030,ARACAJU,2010,BRANCO,"74,79","1,11","13,48","14,60","97,69","90,00","43,47","7,32","10,38","1,96","1,27","4,54","1,12","4,75","2,20","5,54","15,65","11,93","116,77","116,77","119,65","119,65","108,61","108,61","71,94","95,17","95,17","95,79","95,79","56,25","56,25","34,40","47,93","91,61","50,24","22,97","95,00","98,07","96,39","31,25","3,50","11,49","89,64","88,01","64,22","88,33","76,59","74,02","60,16","68,65","63,32","62,16","27,89","249,33","473,75","902,50","1960,00","3475,00","0,61","2,41","5,71","8,55","16,94","22,64","39,24","46,88","2,04","65,02","6,84","15,95","34,98","71,51","27,42","19,00","1427,16","145,73","6690,97","342,39","649,89","1358,15","4636,96","1427,16","33,85","88,83","158,54","0,75","1,11","18,74","4,95","2,04","58,93","0,92","6,04","19,16","4,68","70,62","51,46","10,75","12,90","81,92","70,67","31,88","1,33","11,41","53,67","64,73","77,32","2252,80","0,64","3,19","12,34","59,21","65,89","81,75","27,92","34,62","20,32","9,15","11,55","97,43","97,09","16,32","99,15","99,95","0,45","0,39","17,58","52,07","1,93","11,54","6,87","18,13","0,82","5,57","0,05","25,83","73,17","8,73",444,1058,86864,3233,10746,7947,8025,9108,140733,8419,32217,8633,132314,9350,23798,9753,108516,2780,2735,2613,13183,32348,13377,0,182713,182713,3429,15316,13116,13548,14542,17675,18220,15971,13580,12501,11360,9441,7795,6271,4290,3320,2338,154327,13913,8578,131835,182385,"0,766","0,773","0,811","0,771","0,830","0,833"
280030,2010280030,ARACAJU,2010,NEGRO,"74,29","1,57","15,97","17,29","96,11","88,55","38,06","5,41","9,49","2,13","3,03","7,62","1,70","7,96","2,79","9,45","24,81","18,88","117,90","117,90","125,71","125,71","97,12","97,12","50,35","93,48","93,48","95,16","95,16","43,59","43,59","23,91","48,78","88,00","41,78","18,81","95,01","97,15","94,65","40,72","4,60","12,49","88,56","86,12","49,34","78,35","66,00","63,06","46,20","54,95","49,77","48,54","14,90","178,00","315,00","510,00","1040,00","1866,67","0,61","3,98","7,79","12,52","23,26","32,84","50,61","49,16","2,64","65,04","8,31","17,92","34,96","71,16","23,66","15,73","866,75","114,46","4260,98","245,79","416,50","738,29","2833,25","867,32","36,19","86,76","157,06","0,70","1,18","16,86","8,36","1,45","57,65","1,23","6,10","19,71","1,71","64,79","51,35","8,22","17,51","72,10","56,57","16,58","1,74","17,00","70,13","79,90","88,28","1387,62","0,54","3,87","21,12","64,24","67,61","79,93","35,53","33,90","22,95","11,54","14,04","96,04","95,47","26,44","98,60","99,86","0,86","0,53","25,53","51,22","2,85","17,71","10,80","26,18","1,68","6,33","0,14","30,98","59,65","11,74",1245,4309,185437,4810,25951,19260,19606,15030,294882,20252,73052,20254,274630,20488,52800,21493,221830,5160,5111,5109,28132,74335,20509,0,378788,378788,4215,24712,26658,32536,33614,39438,39576,35542,30116,27391,23502,19181,14944,11069,7552,5304,3438,326844,32145,20406,274294,372435,"0,660","0,698","0,751","0,685","0,822","0,753"
290570,2010290570,CAMAÇARI,2010,BRANCO,"74,02","1,55","15,41","11,49","96,59","87,05","44,85","4,49","9,44","3,58","0,57","6,16","1,75","6,49","1,33","7,52","18,41","14,38","119,20","119,20","119,51","119,51","118,14","118,14","27,94","93,00","93,00","94,30","94,30","52,00","52,00","10,90","36,80","83,78","27,72","12,35","93,18","97,03","94,00","28,44","4,51","11,57","89,86","85,42","61,10","74,64","64,67","62,52","42,21","47,24","47,48","47,53","11,68","199,75","333,00","510,00","1000,00","1736,67","0,59","4,15","7,20","11,08","19,20","30,86","44,21","48,71","2,81","64,15","8,89","18,80","35,85","73,99","21,93","14,46","851,57","119,65","4148,11","258,74","421,91","726,33","2735,48","852,26","38,84","83,40","161,10","0,65","2,41","19,07","10,58","1,00","38,60","0,92","16,81","22,11","2,62","62,95","54,43","1,77","16,72","69,65","53,46","12,46","3,09","16,97","64,53","78,67","89,65","1448,64","0,50","9,99","30,72","72,68","69,66","78,07","38,65","41,46","23,37","12,29","12,93","93,25","92,31","25,14","97,57","99,91","2,59","0,84","22,13","63,20","2,97","18,95","9,60","27,01","1,03","5,08","0,09","39,30","69,46","8,42",303,504,19390,923,2588,1980,1925,2583,31012,1951,7369,1968,29061,2061,5418,2117,23643,748,751,710,3467,8006,1894,1076,42176,41100,374,4358,3470,3336,3257,4112,4645,4052,3195,2870,2416,2024,1478,1069,732,461,327,32509,3033,1641,27834,39972,"0,647","0,716","0,751","0,692","0,817","0,750"
290570,2010290570,CAMAÇARI,2010,NEGRO,"72,83","1,93","17,87","14,62","94,71","86,14","40,88","3,46","9,20","3,56","1,97","7,56","1,21","8,01","2,51","9,81","23,69","17,29","117,18","117,18","124,89","124,89","94,46","94,46","14,95","91,93","91,93","94,20","94,20","36,91","36,91","5,21","41,61","81,21","24,40","11,75","90,35","96,59","92,69","42,57","5,68","12,78","85,67","83,42","45,68","70,52","56,33","52,57","32,93","42,42","37,30","35,95","3,75","155,25","254,57","384,40","634,50","964,00","0,50","6,34","10,08","17,38","26,98","41,27","56,55","39,41","3,69","55,40","11,87","24,51","44,60","80,67","13,29","9,29","493,12","90,99","1943,54","201,56","311,69","495,48","1358,60","494,83","36,29","82,72","151,50","0,47","3,02","14,49","15,08","0,59","39,98","1,10","15,98","18,52","0,82","59,17","54,01","1,96","22,31","61,04","42,76","4,41","3,03","23,64","77,02","89,16","95,87","885,28","0,33","6,87","30,47","72,80","72,18","81,33","32,42","38,27","23,96","15,16","17,26","89,95","88,34","33,96","96,04","99,79","4,62","1,34","29,53","58,39","3,41","24,02","14,16","33,04","1,61","5,69","0,21","36,80","69,64","9,15",1303,3357,98176,2935,14690,11122,10880,9301,145930,11096,38725,11090,134834,10893,27629,10841,107205,3121,3008,3131,17078,42864,6778,9702,196032,186330,1251,15326,16062,18714,18344,20381,22685,19434,15298,12790,10646,8972,6423,4179,2626,1829,1072,166002,18965,11018,136020,196739,"0,563","0,637","0,686","0,611","0,797","0,662"
291080,2010291080,FEIRA DE SANTANA,2010,BRANCO,"75,17","1,64","13,88","11,44","97,29","89,44","46,31","7,86","9,69","1,96","1,28","5,01","1,30","5,26","2,92","6,09","19,41","15,12","121,88","121,88","124,00","124,00","115,91","115,91","45,70","94,49","94,49","95,54","95,54","55,04","55,04","19,59","45,23","90,43","39,67","19,56","98,95","97,53","95,67","30,88","5,67","12,79","83,64","81,37","61,06","78,41","67,24","64,89","47,61","56,84","51,04","49,82","14,24","216,00","382,50","627,50","1225,00","1980,00","0,68","2,98","5,20","9,87","17,01","26,59","40,51","58,79","2,19","71,15","7,00","15,19","28,85","66,18","33,61","20,34","1229,60","134,57","7228,43","295,51","503,78","840,03","4374,46","1230,35","37,24","88,38","161,18","0,89","3,17","28,27","5,02","0,27","43,73","0,94","12,09","26,10","4,44","58,55","43,34","5,46","17,48","73,35","57,69","16,40","3,56","17,99","64,23","75,45","86,68","1748,02","0,67","6,29","27,55","67,64","70,50","86,45","26,12","30,51","16,47","8,20","10,95","92,51","91,70","18,49","98,47","99,96","3,45","0,10","16,68","54,77","2,47","14,95","7,50","26,27","0,84","10,54","0,04","23,60","69,74","7,98",522,1462,55841,1995,6556,4974,4875,5564,84490,5246,18602,5225,79244,5204,13356,5327,65888,1688,1846,1741,8480,20282,8713,3672,110870,107198,2094,9498,8571,8311,8696,9906,10500,9701,8369,7840,6969,5673,4526,3597,2786,2208,1625,92829,8310,5307,79213,110774,"0,672","0,728","0,783","0,709","0,836","0,809"
291080,2010291080,FEIRA DE SANTANA,2010,NEGRO,"73,70","2,07","16,09","13,26","95,89","88,15","42,17","5,43","8,98","5,24","2,81","9,81","2,37","10,35","3,45","12,29","27,61","21,53","123,57","123,57","131,75","131,75","100,10","100,10","23,23","93,46","93,46","95,58","95,58","38,62","38,62","9,07","44,85","85,67","34,16","14,73","95,72","97,38","94,36","44,37","8,97","15,18","80,76","79,69","43,47","69,51","55,10","51,58","31,86","42,18","38,19","37,21","5,46","152,50","254,50","382,50","625,00","1001,43","0,53","6,00","10,20","17,32","28,94","42,78","60,16","43,52","3,59","57,85","11,29","23,24","42,15","79,09","15,42","10,26","519,64","93,17","2261,57","200,21","310,54","491,23","1505,62","521,08","36,99","84,95","153,83","0,52","7,41","20,81","10,10","0,16","43,13","1,33","11,43","23,71","1,58","50,24","41,15","4,56","24,00","60,00","43,25","6,28","5,50","29,40","81,63","89,61","95,37","871,33","0,41","8,27","28,33","71,24","71,87","80,43","14,13","28,34","20,82","10,84","13,87","87,59","85,28","27,99","97,16","99,71","6,81","0,40","31,35","55,15","2,62","24,15","15,05","36,22","1,85","8,01","0,29","28,08","62,73","10,09",3321,6831,222442,6229,31864,23848,23897,18693,332841,24640,85132,24763,308201,24300,60492,24132,247709,6056,6769,6837,36860,93364,23847,41768,439291,397523,4759,30957,35435,40058,40910,44222,46277,41011,34475,30215,24911,20215,15071,11687,8776,6165,4147,373773,40175,24108,309490,436123,"0,551","0,630","0,690","0,602","0,812","0,671"
292740,2010292740,SALVADOR,2010,BRANCO,"76,00","1,22","11,98","9,66","98,22","91,32","40,13","9,72","9,72","1,64","1,25","1,98","1,07","2,02","0,71","2,19","16,59","13,03","117,62","117,62","120,68","120,68","109,01","109,01","75,36","93,55","93,55","94,87","94,87","53,59","53,59","33,56","50,19","87,86","47,93","23,30","97,04","96,93","94,55","30,86","3,46","9,56","91,01","88,18","61,81","85,91","81,60","80,86","59,33","69,33","69,65","69,71","32,80","300,00","599,80","1240,00","2733,33","4549,60","0,64","1,73","3,89","5,59","11,43","17,15","30,90","49,26","1,83","66,70","6,19","14,82","33,30","70,77","31,85","21,58","2012,93","184,32","9916,62","438,37","869,36","1859,89","6718,44","2013,83","37,15","86,92","166,01","0,82","0,64","17,54","5,43","0,83","60,02","0,99","6,00","20,19","4,54","71,58","54,77","6,61","12,80","86,00","75,87","36,70","1,36","9,61","45,75","57,39","70,24","2854,34","0,68","5,37","17,32","62,15","68,78","82,34","49,22","42,94","20,64","8,45","11,37","97,19","96,85","16,45","98,17","99,91","0,36","0,34","14,29","49,81","3,07","9,23","4,53","13,88","1,63","7,41","0,09","33,18","64,14","25,24",1705,3514,267179,6834,25192,18975,18795,19769,409988,19352,77765,20027,390636,22174,58413,22973,332223,6158,6143,6229,30732,75276,49143,97,505645,505548,12915,33590,30371,31696,33640,44125,50311,46916,38699,36330,34825,30390,25321,20288,14940,12197,9091,440540,31782,20297,388462,502268,"0,816","0,773","0,841","0,787","0,850","0,888"
292740,2010292740,SALVADOR,2010,NEGRO,"74,91","1,59","15,24","12,29","96,32","89,55","35,80","5,31","9,08","2,14","1,35","4,29","1,26","4,48","1,64","5,17","25,17","19,06","127,26","127,26","130,90","130,90","117,39","117,39","34,04","92,26","92,26","93,51","93,51","41,82","41,82","13,68","49,35","85,74","36,59","16,99","92,23","95,86","93,13","41,36","6,72","14,65","86,00","83,53","48,15","76,75","66,91","64,83","38,35","49,96","48,31","47,96","10,01","183,17","306,00","500,00","865,00","1500,00","0,57","4,41","7,93","12,60","22,34","33,17","50,60","46,81","3,13","62,00","9,86","20,65","38,00","75,89","18,99","12,59","730,22","114,10","3418,00","245,83","394,02","633,65","2266,20","731,06","36,69","85,10","158,62","0,61","0,62","17,24","9,58","0,50","56,68","1,18","6,39","18,23","1,18","66,06","57,37","4,17","18,11","72,64","54,78","11,69","1,29","17,40","73,84","84,39","91,78","1155,32","0,46","6,21","25,77","68,59","71,02","81,32","39,97","46,37","27,20","13,51","16,84","95,70","94,67","29,65","96,20","99,83","0,77","0,66","21,90","50,65","4,14","16,56","9,02","24,50","3,22","6,16","0,17","32,66","60,61","23,00",10720,27474,1114202,25639,137684,102775,102951,78031,1678573,108084,382431,108907,1570489,107498,274347,106390,1296142,25959,27076,27609,154322,400090,112813,625,2126261,2125636,22028,128606,145253,173829,179298,203133,230662,211771,175288,159088,138850,118170,87589,61911,41091,30128,19566,1848225,172679,106605,1568941,2098877,"0,669","0,662","0,737","0,664","0,832","0,725"
293330,2010293330,VITÓRIA DA CONQUISTA,2010,BRANCO,"73,45","1,57","16,72","13,49","96,29","86,90","50,47","8,14","9,29","2,87","2,05","9,39","1,79","9,88","2,15","11,59","19,77","16,19","115,06","115,06","117,02","117,02","108,80","108,80","43,38","93,57","93,57","94,59","94,59","49,46","49,46","20,52","38,94","86,19","38,06","19,55","89,07","97,09","94,48","33,41","4,42","12,00","87,36","85,20","55,56","75,73","57,58","53,75","44,97","50,30","41,14","39,20","12,69","182,00","316,67","506,67","925,00","1575,00","0,57","3,91","6,13","12,54","21,88","32,33","47,64","45,65","3,13","61,70","9,82","20,57","38,30","76,10","18,59","12,51","742,86","116,35","3391,06","248,49","399,05","658,64","2282,64","745,05","36,41","87,99","157,96","0,59","7,44","24,31","6,03","0,13","44,47","1,08","9,50","26,66","3,63","54,88","39,29","6,70","20,93","66,08","48,93","14,95","3,21","21,03","69,98","81,15","90,15","1245,15","0,51","7,71","24,45","69,79","68,73","81,39","18,40","32,77","17,70","8,52","9,22","93,30","91,92","17,84","98,05","99,51","3,47","0,49","29,43","61,06","2,91","23,84","14,39","34,90","0,53","9,34","0,49","31,81","65,59","3,74",631,1130,47456,1856,6339,4732,4651,5245,74295,4921,17263,4961,69374,5019,12342,5095,57032,1655,1774,1702,8296,19556,8107,6229,99595,93366,1959,8891,8409,8000,8265,8998,9105,8192,7082,6742,5954,4707,3820,3323,2600,2163,1385,81855,8192,4619,69043,98635,"0,576","0,692","0,726","0,651","0,808","0,728"
293330,2010293330,VITÓRIA DA CONQUISTA,2010,NEGRO,"72,03","2,22","22,33","18,01","94,89","85,37","45,42","6,38","8,52","3,72","2,07","14,60","2,86","15,66","4,62","18,77","28,53","22,54","119,39","119,39","129,55","129,55","91,60","91,60","24,98","92,10","92,10","95,01","95,01","36,79","36,79","11,54","36,10","82,39","35,05","16,69","85,51","96,68","92,86","43,18","8,26","14,33","85,58","83,91","44,06","64,84","45,21","40,43","29,36","35,80","28,80","27,10","5,82","136,80","234,57","354,67","560,00","870,00","0,52","6,42","10,89","20,78","34,48","45,38","64,33","41,80","3,62","56,59","11,48","24,01","43,41","78,07","14,56","9,88","466,07","84,29","1948,09","183,22","291,98","452,10","1321,25","468,29","37,83","86,34","147,61","0,49","12,74","18,76","9,35","0,06","42,08","1,05","9,64","23,99","1,46","47,93","38,30","4,93","28,06","51,71","34,46","7,04","3,72","31,84","82,81","90,72","95,78","817,40","0,42","7,68","31,26","69,02","68,43","78,88","17,34","26,26","16,75","9,08","11,87","87,08","84,74","24,61","96,20","99,03","7,76","1,02","44,72","63,90","3,32","35,14","23,31","45,03","1,26","8,42","0,97","28,66","59,70","5,92",1459,3784,97757,2789,15249,11337,11467,8695,154429,11715,39614,11733,142714,11300,27899,11333,114815,3047,3443,3460,18067,45031,13105,25781,205518,179737,2646,14330,17532,19227,19341,20273,19907,17922,15173,13971,11793,9633,7394,5917,4691,3567,2201,173957,19000,12104,142853,203891,"0,452","0,611","0,657","0,553","0,784","0,653"
310620,2010310620,Belo Horizonte,2010,BRANCO,"77,30","1,26","11,47","13,42","95,32","87,03","38,76","10,73","10,30","0,63","0,39","1,55","0,37","1,61","0,48","1,83","11,20","8,99","115,20","115,20","114,81","114,81","116,28","116,28","80,91","94,84","94,84","95,31","95,31","65,34","65,34","38,79","53,72","91,10","49,46","24,05","93,85","97,75","95,95","22,37","1,84","7,68","94,27","91,12","73,10","91,72","79,63","77,52","65,64","74,82","67,02","65,67","34,82","450,00","798,50","1460,00","2997,50","4824,50","0,59","0,41","1,07","2,12","5,22","8,07","17,13","45,27","2,65","62,58","8,25","18,26","37,42","70,32","21,94","15,07","2159,89","286,30","9778,45","605,16","1080,80","2069,06","6715,03","2160,05","35,47","99,69","179,38","0,65","0,51","15,76","5,33","0,87","61,37","0,97","8,59","22,30","4,37","75,92","53,33","8,49","10,58","85,12","73,46","37,87","1,15","6,26","41,95","55,27","70,44","2814,38","0,58","4,01","23,32","67,44","69,20","86,49","28,42","33,51","12,92","5,27","6,02","98,63","98,49","10,38","99,74","99,99","0,09","0,10","11,65","46,28","2,25","8,42","2,16","14,13","0,53","9,85","0,01","28,80","71,68","21,05",2667,10027,599984,12969,53115,39813,39947,37728,919027,41800,171304,43711,877227,50210,129504,53356,747723,12153,12075,11990,62175,157090,119069,0,1110034,1110034,28641,63642,60852,66513,74142,97162,106940,96854,80547,77819,79969,73770,62108,50647,38202,29810,22416,976571,66524,43005,867042,1093554,"0,796","0,817","0,860","0,810","0,872","0,900"
310620,2010310620,Belo Horizonte,2010,NEGRO,"76,17","1,43","13,34","15,60","94,11","87,03","37,71","6,90","9,58","0,89","0,80","4,01","0,49","4,22","0,89","5,01","17,11","13,41","118,08","118,08","121,92","121,92","107,66","107,66","37,10","93,32","93,32","95,05","95,05","51,66","51,66","15,88","50,58","85,63","30,71","17,13","93,51","97,54","94,33","30,76","3,24","10,57","92,78","89,71","60,14","80,87","61,43","57,31","43,33","52,35","42,34","40,22","11,59","266,67","436,00","635,00","1086,67","1800,00","0,53","1,12","2,56","5,27","11,46","18,95","34,40","43,77","3,97","58,88","11,66","23,19","41,12","74,91","15,02","10,10","917,18","181,96","4014,61","352,76","528,80","822,22","2700,91","917,32","37,94","97,83","176,73","0,50","0,46","15,99","8,54","0,44","57,45","1,05","9,65","18,52","1,31","73,51","61,18","5,20","13,05","67,81","48,10","12,47","0,94","9,09","66,98","80,91","90,23","1337,30","0,40","5,36","33,82","76,16","72,40","86,05","28,12","35,35","12,84","6,74","7,68","98,49","98,17","22,88","99,24","99,96","0,21","0,19","22,56","49,42","2,46","17,56","6,32","24,81","1,43","6,79","0,04","33,33","64,60","20,59",5500,20985,672420,13039,82111,61077,61890,40502,983156,63593,224917,63037,919563,65457,161324,68160,758239,14710,15181,15466,87900,233604,85364,0,1236322,1236322,16680,67974,82287,102905,106259,118658,120529,113926,95986,89444,83093,72631,55625,41641,30137,23037,15510,1093377,102529,62045,928804,1233244,"0,614","0,724","0,764","0,685","0,853","0,762"
310670,2010310670,Betim,2010,BRANCO,"77,25","1,57","11,24","13,06","95,19","85,59","43,77","5,39","9,80","0,33","0,35","3,68","0,67","3,91","0,76","4,61","12,19","10,14","111,38","111,38","112,90","112,90","106,58","106,58","35,77","95,09","95,09","95,94","95,94","64,67","64,67","16,85","42,04","89,39","26,97","13,93","92,42","98,04","95,95","21,70","2,24","7,41","92,87","90,86","73,02","86,41","63,55","58,61","53,28","63,38","44,75","40,72","10,23","266,25","427,20","612,00","1000,00","1533,33","0,49","1,00","2,00","5,09","9,52","18,61","30,68","39,77","4,50","54,81","13,02","25,84","45,19","80,52","12,22","8,49","810,01","182,39","3221,60","345,09","519,00","783,78","2238,33","810,29","35,57","99,51","177,15","0,43","1,74","16,35","7,80","0,67","45,54","0,91","21,05","18,92","1,59","73,13","60,28","5,90","11,95","70,89","51,31","11,74","1,53","10,37","64,80","80,38","90,29","1308,03","0,36","3,50","35,73","81,64","72,96","85,81","19,42","38,35","15,11","7,50","7,58","99,19","98,93","17,67","99,05","99,85","0,41","0,08","17,92","57,96","1,96","15,42","5,47","23,93","1,63","5,86","0,15","32,06","65,93","21,22",372,2138,64379,2302,8261,6236,6127,6517,93918,5985,21657,5935,87933,6299,15672,6647,72261,2079,2050,1884,10018,24264,6753,894,125317,124423,1320,11070,9869,10460,10077,11580,11818,11201,9669,9132,8172,6933,5120,3463,2427,1821,1185,104863,10633,5985,88244,125658,"0,636","0,779","0,778","0,728","0,871","0,742"
