Num,ID,CODIGO_ID,ANO,DESAGREGAÇÃO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBBAS_tudo,T_FBFUND,T_FBFUND_tudo,T_FBMED,T_FBMED_tudo,T_FBSUPER,T_FLBAS,T_FLBAS_tudo,T_FLFUND,T_FLFUND_tudo,T_FLMED,T_FLMED_tudo,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND11A13_tudo,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,P_CPR,P_EMP,P_FORMAL,P_TRABCC,P_TRABPUB,P_TRABSC,P_FUND,P_MED,P_SUPER,P_REN0,P_REN1,P_REN2,P_REN3,P_REN5,RENOCUP,THEILtrab,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,T_AGUA_ESGOTO,T_PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESORUR,PESOTOT,PESOURB,PESO80,PESO0a4,PESO5A9,PESO10a14,PESO15A19,PESO20A24,PESO25A29,PESO30A34,PESO35A39,PESO40A44,PESO45A49,PESO50A54,PESO55A59,PESO60A64,PESO65A69,PESO70A74,PESO75A79,PIA,PIA1014,PIA1517,PIA18M,POP,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
41,2000000041,Paraná,2000,NEGRO,"67,93","2,80","24,90","28,84","91,51","77,52","50,24","4,97","9,10","1,72","1,99","14,95","3,47","16,18","5,51","19,45","20,61","16,90","92,84","103,26","102,95","112,15","63,57","77,38","6,85","81,72","85,00","88,91","91,41","33,64","34,50","3,80","18,54","64,92","22,70","9,36","60,66","92,20","85,19","24,63","3,58","10,00","66,13","80,06","47,22","49,67","29,70","24,56","19,24","21,59","15,13","13,47","3,09","112,11","189,35","292,49","468,01","732,68","0,54","9,54","15,43","27,99","41,12","56,55","71,12","50,33","3,91","52,70","12,64","26,31","47,30","82,09","15,92","10,63","339,94","66,38","1711,07","148,53","232,26","356,74","1142,05","344,85","39,38","82,38","137,80","0,43","22,88","11,29","10,23","0,26","38,28","0,41","15,43","21,17","1,17","50,81","43,72","2,63","27,14","33,25","16,47","2,04","4,31","52,58","84,81","91,47","96,97","738,93","0,39","12,12","55,17","77,82","69,93","79,62","38,30","34,62","19,70","13,36","13,52","92,16","84,19","38,22","95,27","96,28","5,55",,"56,35","81,46","7,80","48,45","33,48","54,68",,"6,08","3,72","32,95","53,09",,25379,69253,903551,,,,,,1443057,,,,,,,,1041603,,,,,,100178,1624085,2017480,393395,14682,163877,198492,212059,211012,190442,174573,169740,154398,129389,105357,84697,67968,55303,41535,27304,16657,1626933,209369,125516,1292047,1983510,"0,297","0,483","0,562","0,411","0,716","0,603"
41,2010000041,Paraná,2010,BRANCO,"75,19","1,74","12,46","14,36","94,13","83,91","44,08","7,89","10,71","0,81","0,69","4,61","0,71","4,89","1,00","5,71","12,73","10,68","108,74","108,74","111,29","111,29","101,76","101,76","43,20","92,39","92,39","93,47","93,47","57,61","57,61","22,51","42,53","82,65","33,58","14,82","90,98","97,86","93,79","20,27","2,26","7,82","93,28","90,43","70,26","82,53","59,93","55,47","53,85","58,70","43,31","40,27","15,54","299,75","499,57","702,86","1224,50","2000,00","0,54","1,56","2,77","5,18","9,96","16,54","28,20","43,39","3,70","59,08","11,35","22,81","40,92","77,17","15,29","10,40","1012,17","187,36","4392,13","387,17","579,79","916,71","2988,25","1015,00","31,45","87,65","169,10","0,52","13,94","16,22","6,23","0,25","42,77","0,95","14,00","23,93","3,56","66,85","50,41","4,57","13,98","67,41","49,93","17,58","4,01","15,78","61,47","76,35","87,82","1520,55","0,46","8,28","37,54","75,56","71,12","84,83","12,43","19,28","9,36","4,18","4,92","98,27","97,22","14,08","99,31","99,73","0,78","1,55","21,26","57,47","2,14","20,08","6,65","28,60","0,50","7,13","0,27","32,67","73,97","8,52",49933,140953,3751849,104798,479842,355598,363740,311348,5676435,375240,1248675,370291,5301195,371772,873435,374389,4427760,107540,107502,103379,547646,1402728,579093,1061244,7344122,6282878,110589,532697,532653,602337,622298,626377,620638,584930,547900,538165,499568,425840,354481,277145,205438,155762,107304,6253716,602730,375460,5275526,7277242,"0,599","0,771","0,773","0,709","0,837","0,778"
41,2010000041,Paraná,2010,NEGRO,"74,16","2,14","14,13","16,28","92,84","82,77","42,93","6,44","9,86","1,22","1,06","10,14","1,31","10,94","2,21","13,05","18,57","15,07","107,79","107,79","115,79","115,79","86,98","86,98","18,82","90,29","90,29","93,34","93,34","45,65","45,65","8,77","42,74","76,67","22,71","10,68","88,85","96,95","91,31","28,04","3,57","9,36","90,16","87,55","56,07","69,36","43,96","38,39","34,95","38,91","25,75","22,86","4,81","212,50","339,80","500,00","733,00","1020,00","0,45","2,83","5,00","9,44","17,05","27,47","43,22","35,53","4,74","50,61","14,34","28,79","49,39","79,06","9,91","7,04","573,05","135,92","2035,97","275,10","414,01","590,01","1447,59","575,05","34,53","88,44","163,97","0,37","15,39","13,05","10,56","0,29","37,30","1,35","16,76","18,87","1,13","62,69","54,27","2,83","19,58","51,42","31,23","5,68","3,83","20,81","77,10","89,46","96,02","948,53","0,30","8,84","40,66","76,74","70,65","82,05","16,86","22,07","10,80","5,39","6,28","97,53","95,48","23,74","98,88","99,34","1,42","2,99","35,58","57,26","3,05","31,70","13,25","39,14","1,14","6,47","0,66","34,05","68,42","9,95",26191,75058,1479851,32056,238288,175786,182164,104023,2254941,184200,558232,176161,2070741,164801,374032,161098,1696709,40147,42438,42741,241902,664390,190188,445380,2951208,2505828,30904,173639,226685,295943,295453,262779,247789,240296,229134,218182,190696,157733,125586,97105,73249,52634,33401,2575430,296125,184599,2094706,2952957,"0,440","0,675","0,690","0,585","0,819","0,686"
42,2000000042,Santa Catarina,2000,BRANCO,"74,35","2,13","15,55","17,94","95,36","87,83","50,17","5,53","10,33","0,91","0,94","5,15","1,36","5,53","2,11","6,53","13,37","9,71","96,17","106,84","104,67","113,66","71,43","87,02","21,08","87,13","90,63","92,57","94,86","45,77","48,19","12,16","26,51","76,39","29,39","11,96","74,27","95,63","90,71","22,88","2,54","8,64","78,21","88,59","56,71","63,85","43,06","38,04","35,76","37,58","25,76","22,91","6,55","195,21","325,27","494,53","878,05","1464,07","0,55","3,20","5,53","11,13","18,05","28,91","41,19","44,53","3,44","60,25","10,66","21,82","39,75","80,11","16,70","11,25","726,14","124,81","3233,17","262,33","405,24","650,66","2177,15","729,74","40,47","87,37","154,97","0,54","18,05","13,58","6,53","0,31","37,09","0,60","22,79","25,79","4,30","62,13","44,55","4,68","13,68","49,50","30,76","7,31","7,04","32,51","68,49","78,61","89,77","1345,11","0,53","10,64","50,56","79,24","69,62","82,02","21,56","28,23","14,47","8,39","8,31","97,20","93,12","18,70","97,09","98,99","1,70",,"39,83","73,49","4,37","34,43","16,63","40,61",,"5,60","1,01","31,48","54,29",,49155,141611,2179174,,,,,,3451994,,,,,,,,2553923,,,,,,264673,1020464,4786291,3765829,41722,422587,447247,464456,474264,423807,392321,399126,394643,329967,273753,213528,157694,128218,100153,75525,47273,3871840,461862,280085,3129892,4736062,"0,431","0,612","0,687","0,544","0,823","0,724"
42,2000000042,Santa Catarina,2000,NEGRO,"70,30","3,23","23,96","27,60","92,45","80,79","52,72","4,20","8,45","1,97","2,08","12,67","4,06","13,78","6,07","16,51","26,11","20,54","90,05","101,11","105,81","117,54","44,24","53,64","6,52","80,81","85,22","89,29","92,69","22,77","23,20","2,93","24,26","62,36","20,88","9,11","66,48","92,01","84,43","31,80","4,16","7,72","60,42","78,61","32,51","38,00","26,96","23,86","13,78","15,47","12,26","11,36","2,45","111,51","194,96","293,79","488,02","742,77","0,53","9,88","15,52","27,95","40,86","53,90","68,53","45,66","3,59","54,49","11,73","24,87","45,51","81,00","15,57","10,61","365,52","65,63","1669,10","148,79","240,10","377,16","1137,80","370,05","40,34","81,95","135,14","0,47","19,81","9,03","11,34","0,46","36,61","0,42","20,91","20,90","1,10","57,01","47,40","4,00","21,37","30,77","14,00","2,12","5,34","46,49","82,52","90,28","96,52","800,08","0,38","12,64","54,58","77,44","70,41","80,55","33,87","34,53","19,39","12,49","11,32","91,09","80,77","38,01","94,07","95,17","6,15",,"61,39","75,74","7,99","54,05","36,78","52,80",,"5,11","4,83","34,68","52,91",,6966,18276,225186,,,,,,361617,,,,,,,,256077,,,,,,21803,411692,518971,107281,3338,46969,54566,55820,55385,50155,44989,43083,40135,33484,25407,19632,15575,11969,8826,6043,3596,408421,55122,33484,319816,508344,"0,270","0,433","0,556","0,370","0,755","0,614"
42,2010000042,Santa Catarina,2010,BRANCO,"76,82","1,61","11,23","13,02","95,65","86,05","39,93","7,34","10,44","0,70","0,56","3,29","0,63","3,47","0,82","4,04","11,40","9,38","107,03","107,03","109,43","109,43","100,66","100,66","41,30","92,28","92,28","93,96","93,96","58,05","58,05","21,52","50,46","82,01","31,11","14,64","91,92","98,01","93,63","19,46","1,86","7,06","95,27","92,71","72,77","86,08","60,97","55,93","55,93","60,75","42,83","39,23","13,80","375,00","566,60","805,00","1274,50","1987,50","0,48","0,76","1,46","2,79","5,75","10,19","18,84","39,43","4,70","54,22","13,72","26,66","45,78","76,25","11,50","7,90","1052,54","247,59","4150,30","474,51","681,04","1006,26","2851,43","1054,23","29,65","90,41","176,39","0,41","12,90","15,29","6,59","0,30","38,66","0,86","20,66","23,42","3,67","72,59","54,63","4,75","9,98","67,98","48,80","15,22","3,91","12,10","59,25","76,82","89,21","1470,96","0,37","8,64","43,53","82,40","73,75","88,23","10,07","15,17","6,59","3,16","3,53","98,05","97,47","11,13","99,39","99,90","0,61","1,26","19,88","49,54","1,99","18,49","4,03","25,70","0,15","6,87","0,10","32,19","73,11","4,58",35901,114993,2848357,67188,333081,247652,251460,201431,4134535,263636,911213,262312,3870899,272492,647577,277802,3223322,70152,70533,69181,366496,963213,385014,844120,5246868,4402748,72836,342223,353990,416120,443385,467828,471995,425394,394157,393868,380080,317897,258852,196065,138031,103819,70328,4541785,415517,264176,3862092,5212331,"0,610","0,790","0,789","0,725","0,864","0,784"
42,2010000042,Santa Catarina,2010,NEGRO,"75,77","2,20","12,82","14,87","94,92","84,39","42,40","4,78","9,42","1,26","1,09","8,11","1,37","8,75","2,13","10,57","18,58","15,07","104,89","104,89","113,71","113,71","80,87","80,87","17,20","89,70","89,70","94,01","94,01","40,83","40,83","8,04","49,48","72,52","19,90","10,93","88,27","97,09","90,49","29,16","2,86","8,26","91,56","89,13","54,23","70,92","46,94","41,00","32,89","37,39","26,61","23,94","4,90","239,67","380,00","537,25","805,00","1107,00","0,44","2,15","3,72","7,87","14,17","23,54","37,40","33,64","4,89","48,84","14,83","29,79","51,16","79,51","9,08","6,59","618,03","151,07","2079,15","307,06","462,40","660,25","1509,82","619,75","33,32","90,03","166,18","0,34","13,32","12,44","11,67","0,29","34,97","1,33","21,41","18,01","1,08","69,75","60,40","3,16","14,11","53,48","31,30","5,36","3,66","15,51","73,38","88,19","95,96","991,94","0,25","8,79","44,20","80,67","74,11","84,89","13,95","19,39","8,64","4,74","5,33","97,26","94,98","23,61","98,93","99,41","1,54","3,57","35,25","50,52","2,91","29,90","11,78","33,43","0,59","5,41","0,59","35,42","63,25","6,57",8805,26637,493629,11324,79895,59138,60334,36103,719605,60233,191540,57861,659372,56514,131307,56580,528065,14147,14881,14905,84346,224474,45878,144271,959415,815144,7445,60688,79434,99688,97924,93616,90316,82162,73758,67638,59064,46985,36212,26052,18351,12471,7611,826499,100129,60267,666103,956906,"0,469","0,667","0,705","0,593","0,846","0,699"
43,2000000043,Rio Grande do Sul,2000,BRANCO,"73,88","2,01","15,46","17,99","94,03","82,47","49,29","7,40","10,48","0,97","0,93","5,44","1,49","5,81","2,01","6,73","15,21","10,14","98,12","105,36","106,06","111,66","76,01","87,82","23,94","88,33","90,64","92,34","93,82","46,10","47,94","13,72","17,73","77,98","30,52","11,80","61,21","95,53","90,89","26,20","3,03","9,51","79,54","90,24","56,29","65,46","43,68","39,01","34,95","38,24","27,21","24,85","7,91","176,86","305,83","497,78","946,11","1597,79","0,58","4,12","7,61","13,46","22,83","31,49","46,07","46,18","2,83","62,43","9,26","19,68","37,57","75,51","19,96","13,42","760,34","107,58","3510,90","244,28","396,27","680,06","2360,54","764,22","40,42","84,87","147,84","0,61","19,64","14,32","6,13","0,28","40,92","0,42","17,40","28,18","4,10","60,20","39,50","6,31","14,01","49,48","32,22","8,82","7,94","37,94","68,86","78,22","89,41","1317,96","0,57","9,62","45,33","77,06","69,08","82,66","22,38","33,04","19,15","10,10","10,47","96,03","91,74","21,41","97,55","98,29","2,42",,"40,30","82,27","4,47","35,03","17,71","41,08",,"6,94","1,71","31,37","58,91",,74461,222239,4137171,,,,,,6559264,,,,,,,,4996454,,,,,,652748,1651828,8817734,7165899,111506,728484,752098,777855,828288,734522,656663,680529,709590,643086,551384,454177,353538,294739,237603,184101,119538,7253416,774145,490239,5989033,8726998,"0,437","0,580","0,680","0,528","0,815","0,732"
43,2000000043,Rio Grande do Sul,2000,NEGRO,"70,84","3,09","21,69","25,22","91,97","77,36","52,53","5,64","8,72","1,94","1,99","12,43","3,95","13,42","5,34","15,75","29,60","21,90","95,68","103,51","111,45","118,79","50,76","59,99","6,45","84,09","86,83","90,40","92,30","23,86","24,64","2,62","14,60","69,75","22,49","8,66","52,33","92,50","86,59","40,55","5,70","9,88","60,39","79,55","29,74","43,15","29,00","25,52","12,80","15,92","13,41","12,79","2,14","98,26","182,10","292,81","486,46","734,47","0,52","10,88","18,28","29,16","43,80","54,54","70,37","41,55","3,35","55,81","11,13","23,97","44,19","75,94","14,93","10,38","363,30","60,90","1509,41","141,27","233,29","367,25","1049,77","367,99","40,05","79,94","131,91","0,48","16,11","9,65","10,57","0,48","45,53","0,61","15,64","20,85","0,75","57,65","46,25","5,67","21,84","33,79","16,35","2,28","4,77","52,40","83,63","90,93","97,01","729,10","0,37","10,21","47,16","77,30","70,44","81,35","34,61","42,79","26,45","15,78","16,47","89,15","80,44","41,52","95,64","95,38","6,51",,"57,43","85,40","7,50","50,66","34,62","51,61",,"6,21","4,62","33,72","53,17",,12853,37034,579968,,,,,,918096,,,,,,,,672783,,,,,,72691,1095018,1289513,194491,12673,117498,127156,126765,130440,114873,104894,98704,98600,85525,72195,58159,45532,36483,28643,19814,11561,1027777,125924,78523,823330,1270802,"0,290","0,388","0,548","0,352","0,764","0,613"
43,2010000043,Rio Grande do Sul,2010,BRANCO,"75,79","1,69","11,76","13,57","94,67","84,37","42,69","9,80","10,23","1,04","0,83","3,72","0,79","3,91","0,92","4,45","14,67","10,77","107,72","107,72","112,66","112,66","94,30","94,30","44,65","92,71","92,71","94,36","94,36","53,70","53,70","21,08","35,84","83,86","32,98","16,55","80,93","97,48","93,82","26,45","2,56","8,56","93,05","91,30","65,22","82,12","58,35","54,19","48,23","54,67","40,21","37,68","12,61","300,00","506,40","741,67","1249,75","2000,00","0,54","1,54","3,12","5,17","11,00","16,05","29,89","43,11","3,69","58,72","11,48","23,07","41,28","71,29","15,03","10,21","1038,03","191,29","4475,22","404,36","601,79","945,20","3040,91","1040,19","33,69","88,32","167,72","0,52","16,41","15,17","5,93","0,26","41,26","0,76","15,64","26,72","3,03","66,84","46,69","6,17","12,68","64,89","46,18","13,78","5,13","17,31","64,15","78,62","89,19","1414,51","0,45","7,99","36,84","76,90","70,35","85,68","10,41","18,06","9,36","4,22","5,52","98,11","97,12","13,69","99,36","99,81","0,70","1,74","24,45","64,16","2,52","22,27","6,60","29,40","0,37","7,00","0,19","30,78","72,68","6,60",54305,155381,4701553,103793,539993,401935,405133,313264,7109641,421828,1417809,414004,6687813,422887,995981,428468,5691832,111569,112891,112710,604337,1566158,872197,1363109,8900007,7536898,179895,533145,577694,679527,701474,716335,741901,668187,617422,638676,657547,592096,502086,401720,297963,229248,165091,7785035,679922,421829,6683285,8842916,"0,584","0,719","0,763","0,671","0,847","0,782"
43,2010000043,Rio Grande do Sul,2010,NEGRO,"74,19","2,12","14,29","16,49","93,70","83,51","45,21","6,76","9,16","1,64","1,26","8,11","1,61","8,71","2,28","10,23","24,96","19,00","107,75","107,75","119,91","119,91","74,66","74,66","17,34","91,05","91,05","94,53","94,53","36,81","36,81","6,78","33,57","78,77","23,00","11,31","75,91","96,50","91,74","40,06","4,85","10,59","87,99","86,36","45,50","66,51","45,51","41,04","24,76","31,34","24,58","23,14","3,87","193,33","318,89","489,33","733,00","1037,50","0,47","3,80","6,87","11,82","21,82","31,11","49,51","36,15","4,28","51,75","13,37","27,48","48,25","73,03","10,82","7,73","558,81","119,58","2020,06","253,87","394,28","580,50","1443,14","560,54","37,16","86,72","158,09","0,40","12,94","11,87","10,57","0,29","42,31","1,62","15,29","18,29","0,77","64,21","53,89","4,66","18,49","52,36","29,66","4,35","4,34","22,26","79,05","90,35","96,35","875,06","0,28","6,99","36,14","75,01","69,48","81,93","15,96","23,76","12,39","6,43","7,69","96,71","93,99","28,60","98,73","99,30","1,50","4,40","37,32","66,43","3,50","32,31","14,83","37,99","1,08","5,61","0,70","32,51","64,47","8,13",12205,38156,837374,19850,139269,103432,104963,62926,1304627,105921,316726,99453,1198706,92394,210805,91401,987901,24353,25839,26633,149415,394605,116582,203963,1725166,1521203,20780,106016,139409,175114,167921,148805,146536,135174,123219,117528,111107,97740,79240,60775,43629,31268,20905,1485415,174634,105593,1205188,1707263,"0,455","0,585","0,670","0,538","0,820","0,682"
50,2000000050,Mato Grosso do Sul,2000,BRANCO,"72,33","2,13","20,13","23,63","93,41","81,95","56,34","5,34","10,02","1,52","1,61","8,70","2,46","9,40","3,87","11,24","20,02","14,62","96,42","104,88","107,93","114,94","62,44","75,34","21,23","86,59","90,29","91,13","93,98","38,16","41,33","12,55","16,70","75,37","28,71","10,28","64,59","94,17","89,41","31,54","4,63","8,04","70,99","86,40","46,59","59,36","43,59","39,40","34,56","37,45","29,34","27,19","9,42","146,13","243,69","390,42","818,41","1486,52","0,64","4,82","7,93","17,25","26,30","40,61","53,64","51,99","2,32","68,66","7,45","15,93","31,34","83,24","27,90","17,94","732,60","85,13","3808,95","187,94","310,60","564,47","2449,97","737,57","40,65","87,49","148,24","0,72","16,22","16,45","6,23","0,11","50,23","0,55","9,06","23,81","5,85","52,49","33,43","10,14","23,18","51,50","36,39","11,22","3,66","39,39","69,04","77,48","88,19","1527,03","0,71","9,11","43,99","71,38","68,04","78,41","35,33","32,81","18,74","11,03","10,96","93,26","91,01","28,71","95,03","97,71","5,67",,"42,39","83,30","5,83","36,49","23,14","43,48",,"6,25","2,29","31,85","54,03",,10341,30329,480211,,,,,,787183,,,,,,,,567659,,,,,,60670,147150,1135809,988660,10635,119471,114487,114662,116386,103138,92033,88145,85299,71953,58864,45319,35518,29858,22302,17250,10483,888289,113574,68941,705774,1119304,"0,436","0,542","0,661","0,504","0,789","0,726"
50,2000000050,Mato Grosso do Sul,2000,NEGRO,"68,91","2,65","28,66","33,60","92,46","79,80","52,38","4,46","8,67","2,22","2,49","14,34","4,45","15,57","7,14","18,74","29,14","22,20","93,60","102,41","110,01","118,64","44,90","54,53","8,29","82,51","86,07","88,96","91,74","23,07","24,43","4,10","15,11","66,74","22,25","8,87","57,22","91,33","85,13","38,52","6,66","7,60","57,01","78,68","29,32","40,55","28,51","25,08","17,04","19,92","15,71","14,51","3,48","102,38","173,09","268,41","448,33","716,09","0,56","8,58","13,45","28,11","40,69","57,07","71,24","47,87","3,36","59,15","10,81","22,48","40,85","82,03","17,71","11,62","371,55","62,36","1778,43","138,49","216,73","341,21","1166,83","375,67","40,67","85,49","139,09","0,49","21,47","12,06","9,54","0,21","45,92","0,52","9,04","20,33","1,61","48,04","36,14","8,48","30,23","33,37","19,12","3,52","3,34","53,00","83,42","90,20","96,15","796,68","0,43","11,10","49,61","73,76","69,68","77,45","35,39","35,15","19,00","13,20","13,04","85,85","82,21","41,61","92,11","95,71","11,87",,"60,25","84,89","8,67","52,67","37,08","55,20",,"5,94","4,29","33,07","51,79",,10184,27357,372023,,,,,,602718,,,,,,,,425805,,,,,,38381,721115,859937,138821,6616,73132,90756,93333,92990,83923,75513,70744,66077,53779,42345,32525,25815,20626,15288,10093,6384,680803,91757,55140,533907,841684,"0,285","0,401","0,545","0,358","0,732","0,617"
50,2010000050,Mato Grosso do Sul,2010,BRANCO,"75,49","1,71","16,88","19,97","93,86","83,78","46,91","7,37","10,61","0,99","0,71","5,25","0,80","5,59","1,20","6,58","14,39","10,53","108,82","108,82","114,56","114,56","93,09","93,09","45,00","92,71","92,71","94,26","94,26","52,61","52,61","22,60","41,25","83,59","33,66","15,27","91,89","97,80","94,00","26,45","2,48","8,03","92,49","90,41","63,89","80,49","60,88","56,83","50,57","57,46","45,30","42,79","17,16","255,00","446,67","669,00","1249,00","2051,00","0,57","1,95","3,45","6,29","11,78","20,06","33,25","47,05","3,24","62,22","9,94","20,48","37,78","80,21","18,93","12,50","1039,67","168,53","4892,15","348,29","547,68","899,67","3230,88","1042,95","32,59","86,84","168,53","0,59","13,58","18,31","6,57","0,15","47,64","0,80","8,97","23,04","4,12","61,18","41,74","10,47","17,55","67,58","51,75","19,39","3,48","14,71","61,25","75,01","86,17","1694,81","0,55","6,49","33,43","72,62","71,16","83,18","14,06","21,25","11,38","4,89","5,62","97,27","96,66","18,64","98,93","99,57","1,74","1,20","23,07","58,75","2,20","20,75","8,27","28,64","0,54","7,51","0,43","32,01","68,79","7,60",6153,20198,573545,20044,76298,56445,57787,57892,873739,60183,200484,59184,813556,58946,140301,59328,673255,18998,18893,18142,90209,226690,85406,126864,1158103,1031239,17264,98964,89968,95432,99173,101311,101995,93233,83496,79663,75339,63345,51718,39060,29613,22833,15696,961225,94836,60412,805978,1136235,"0,609","0,747","0,772","0,698","0,842","0,782"
50,2010000050,Mato Grosso do Sul,2010,NEGRO,"74,91","2,23","18,26","21,62","93,15","82,95","43,63","5,90","9,84","1,20","0,88","9,15","1,34","9,87","2,36","11,83","19,86","14,44","109,12","109,12","120,20","120,20","79,94","79,94","23,60","90,90","90,90","94,23","94,23","40,62","40,62","10,57","40,72","77,44","24,49","12,49","89,38","97,05","91,65","34,43","4,15","9,08","90,01","88,04","50,04","68,06","47,49","42,77","33,59","38,86","29,67","27,55","6,95","200,00","322,80","498,00","748,00","1120,00","0,49","3,16","5,15","10,63","18,79","30,40","46,72","39,02","4,32","53,96","13,06","26,33","46,04","80,22","11,95","8,23","596,88","128,96","2328,99","260,82","395,91","588,42","1603,92","599,42","33,97","88,19","162,84","0,43","16,24","15,09","9,80","0,27","43,38","0,98","10,36","19,04","1,26","58,02","45,55","8,29","22,52","53,64","34,86","7,94","3,74","19,43","75,17","87,14","94,33","1001,13","0,33","7,39","35,39","73,27","71,05","80,48","19,64","22,93","13,03","6,38","7,20","95,51","94,36","28,72","98,41","99,08","3,30","2,35","34,80","59,28","2,95","30,45","14,13","37,85","0,97","6,44","0,92","34,14","64,09","8,31",8547,25838,591699,15622,92108,67773,70380,48072,896881,71933,226043,69949,824948,66564,154110,65638,670838,17972,18492,18582,99594,263635,70018,163904,1187656,1023752,12225,80581,95277,114917,116656,109387,107035,100097,91988,83869,74897,60712,47073,35149,26215,19349,12229,1021489,115717,73017,832755,1183761,"0,475","0,658","0,698","0,590","0,832","0,693"
51,2000000051,Mato Grosso,2000,BRANCO,"70,83","2,33","23,77","26,40","92,86","81,71","54,91","3,80","9,58","2,04","2,00","8,53","2,51","9,18","4,15","11,06","20,72","15,36","98,55","109,19","108,34","116,95","69,08","85,85","18,40","84,08","88,81","88,85","92,55","36,08","40,34","9,04","16,26","74,69","29,67","12,24","65,68","92,79","88,28","30,80","5,58","10,00","69,26","82,62","45,87","57,57","41,86","37,42","29,78","33,41","26,90","25,06","7,38","147,38","265,76","438,83","858,27","1562,16","0,64","5,39","7,70","16,06","22,88","37,52","48,55","53,42","2,23","68,86","7,46","16,00","31,14","86,22","28,66","18,08","795,09","88,64","4247,59","207,80","339,72","601,89","2679,95","808,55","33,23","80,91","146,04","0,74","20,47","18,08","5,55","0,53","42,84","0,56","10,61","27,71","5,93","47,59","30,00","8,33","23,95","48,65","32,82","8,64","4,18","32,75","65,54","75,26","86,75","1705,56","0,70","10,31","45,47","69,46","68,27","75,15","32,29","26,29","15,61","8,82","8,61","82,23","78,98","30,34","90,23","92,25","11,71",,"42,74","83,74","7,21","37,67","21,39","46,27",,"4,99","7,75","34,34","53,67",,11401,30082,458700,,,,,,755315,,,,,,,,537149,,,,,,42034,208751,1104962,896211,6447,122009,114993,112644,113157,105009,95798,93246,85791,70304,55079,40301,30303,24293,17121,11700,6766,848574,110559,66157,671858,1081001,"0,419","0,526","0,651","0,488","0,764","0,739"
